"Name","T","WT","Oth. T.","Fed","Rtg","Rpd","Blz","B-Year","S","F"
"Ortega, Lexy","GM","","","ITA","2480","2484","2440","1960","M",""
"Ortiz Suarez, Isan Reynaldo","GM","","","CUB","2612","2603","2498","1985","M",""
"Ostenstad, Berge","GM","","","NOR","2467","","","1964","M",""
"Ovetchkin, Roman","GM","","","RUS","2529","2479","2444","1973","M",""
"Ovsejevitsch, Sergei","GM","","","UKR","2562","2609","","1974","M",""
"Padevsky, Nikola","GM","","","BUL","2355","","","1933","M","i"
"Paehtz, Thomas","GM","","","GER","2401","","","1956","M",""
"Paichadze, Luka","GM","","","GEO","2516","2573","2481","1991","M",""
"Palac, Mladen","GM","","FT","CRO","2560","2567","2549","1971","M",""
"Palatnik, Semon","GM","","FST,IO","USA","2455","","","1950","M",""
"Palo, Davor","GM","","","DEN","2553","","","1985","M",""
"Panarin, Mikhail","GM","","","RUS","2565","2643","","1983","M",""
"Panchanathan, Magesh Chandran","GM","","","IND","2570","","","1983","M",""
"Panno, Oscar","GM","","","ARG","2438","","","1935","M","i"
"Pantsulaia, Levan","GM","","","GEO","2567","2591","2672","1986","M",""
"Pap, Gyula","GM","","","HUN","2531","2563","2555","1991","M",""
"Pap, Misa","GM","","","SRB","2489","2500","2505","1979","M",""
"Papadopoulos, Ioannis K.","GM","","","GRE","2415","","","1988","M",""
"Papaioannou, Ioannis","GM","","","GRE","2619","2614","","1976","M",""
"Papin, Vasily","GM","","","RUS","2547","2476","2496","1988","M",""
"Papp, Gabor","GM","","","HUN","2582","","","1987","M",""
"Paragua, Mark","GM","","","PHI","","2528","2448","1984","M",""
"Parker, Jonathan F","GM","","","ENG","2522","","","1976","M",""
"Parligras, Mircea-Emilian","GM","","","ROU","2565","2652","","1980","M",""
"Parma, Bruno","GM","","","SLO","2480","","","1941","M","i"
"Pashikian, Arman","GM","","","ARM","2609","","","1987","M",""
"Paunovic, Dragan","GM","","","SRB","2495","","","1961","M",""
"Pavasovic, Dusko","GM","","FT","SLO","2563","","","1976","M",""
"Pavlovic, Milos","GM","","","SRB","2511","2508","2494","1964","M",""
"Pelletier, Yannick","GM","","","SUI","2574","2614","","1976","M",""
"Peng, Xiaomin","GM","","","CHN","2591","","","1973","M","i"
"Peng, Zhaoqin","GM","WGM","FI","NED","2389","","","1968","F",""
"Penrose, Jonathan","GM","","","ENG","2405","","","1933","M","i"
"Peralta, Fernando","GM","","","ARG","2622","2592","2599","1979","M",""
"Perelshteyn, Eugene","GM","","","USA","2517","","","1980","M",""
"Perez Candelario, Manuel","GM","","","ESP","2569","2493","","1983","M",""
"Perez Mitjans, Orelvis","GM","","","ESP","2496","2477","","1976","M",""
"Perez Ponsa, Federico","GM","","","ARG","2488","2488","2477","1993","M",""
"Perez Rodriguez, Luis Manuel","GM","","","CUB","2427","","2442","1978","M",""
"Pert, Nicholas","GM","","","ENG","2543","","","1981","M",""
"Perunovic, Milos","GM","","","SRB","2628","2639","2554","1984","M",""
"Petkevich, Jusefs","GM","","","LAT","2376","","2379","1940","M","i"
"Petkov, Vladimir","GM","","","BUL","2545","2511","","1971","M",""
"Petr, Martin","GM","","","CZE","2523","2559","","1988","M",""
"Petrik, Tomas","GM","","","SVK","2512","","","1980","M",""
"Petrosian, Arshak B","GM","","FST","ARM","2470","","","1953","M","i"
"Petrosian, Davit G.","GM","","","ARM","2436","","2506","1984","M",""
"Petrosian, Tigran L.","GM","","","ARM","2649","2637","2613","1984","M",""
"Petrov, Marijan","GM","","","BUL","2478","","","1975","M",""
"Petursson, Margeir","GM","","","ISL","2532","","","1960","M",""
"Pfleger, Helmut, Dr.","GM","","","GER","2477","","","1943","M","i"
"Pigusov, Evgeny","GM","","","RUS","2555","2531","","1961","M","i"
"Piket, Jeroen","GM","","","NED","2624","","","1969","M","i"
"Pikula, Dejan","GM","","","SRB","2482","2500","2528","1969","M",""
"Pilavov, Georgy","GM","","","UKR","2609","2529","2512","1974","M",""
"Pinter, Jozsef","GM","","","HUN","2551","","","1953","M",""
"Piorun, Kacper","GM","","","POL","2566","2532","2495","1991","M",""
"Piskov, Yury","GM","","","RUS","2442","","","1964","M","i"
"Plachetka, Jan","GM","","FST","SVK","2354","2362","","1945","M",""
"Plaskett, H James","GM","","","ENG","2490","","","1960","M",""
"Podolchenko, Evgeniy","GM","","","BLR","2447","","2418","1988","M",""
"Pogorelov, Ruslan","GM","","","UKR","2392","","","1959","M",""
"Polak, Tomas","GM","","","CZE","2496","","2553","1974","M",""
"Polgar, Judit","GM","","","HUN","2696","","","1976","F",""
"Polgar, Zsuzsa","GM","WIM","FST","USA","2577","","","1969","F","i"
"Poluljahov, Aleksandr","GM","","","RUS","2503","","","1965","M",""
"Polzin, Rainer","GM","","","GER","2446","","","1971","M",""
"Pomar Salamanca, Arturo","GM","","","ESP","2345","","","1931","M","i"
"Ponkratov, Pavel","GM","","","RUS","2605","2634","2565","1988","M",""
"Ponomariov, Ruslan","GM","","","UKR","2743","","","1983","M",""
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
