"Region","Subregion","Country","Homicide","Year","value"
"Africa","Eastern Africa","Mauritius","Rate","1995",2.19857919018414
"Africa","Eastern Africa","Mauritius","Count","1995",25
"Africa","Northern Africa","Egypt","Rate","1995",NA
"Africa","Northern Africa","Egypt","Count","1995",NA
"Africa","Northern Africa","Morocco","Rate","1995",NA
"Africa","Northern Africa","Morocco","Count","1995",NA
"Africa","Southern Africa","South Africa","Rate","1995",64.9165265781694
"Africa","Southern Africa","South Africa","Count","1995",26877
"Africa","Western Africa","Nigeria","Rate","1995",1.44071671593524
"Africa","Western Africa","Nigeria","Count","1995",1585
"Americas","Caribbean","Bahamas","Rate","1995",15
"Americas","Caribbean","Bahamas","Count","1995",41.9661
"Americas","Caribbean","Barbados","Rate","1995",6.1
"Americas","Caribbean","Barbados","Count","1995",16
"Americas","Caribbean","Cuba","Rate","1995",7.8
"Americas","Caribbean","Cuba","Count","1995",850.26201
"Americas","Caribbean","Dominica","Rate","1995",NA
"Americas","Caribbean","Dominica","Count","1995",NA
"Americas","Caribbean","Dominican Republic","Rate","1995",12.720574702175
"Americas","Caribbean","Dominican Republic","Count","1995",1007
"Americas","Caribbean","Grenada","Rate","1995",NA
"Americas","Caribbean","Grenada","Count","1995",NA
"Americas","Caribbean","Jamaica","Rate","1995",31.687789151076
"Americas","Caribbean","Jamaica","Count","1995",780
"Americas","Caribbean","Puerto Rico","Rate","1995",23.3411443320191
"Americas","Caribbean","Puerto Rico","Count","1995",864
"Americas","Caribbean","Saint Kitts and Nevis","Rate","1995",9.27622272210756
"Americas","Caribbean","Saint Kitts and Nevis","Count","1995",4
"Americas","Caribbean","Saint Lucia","Rate","1995",NA
"Americas","Caribbean","Saint Lucia","Count","1995",NA
"Americas","Caribbean","Saint Vincent and the Grenadines","Rate","1995",18.5036128304051
"Americas","Caribbean","Saint Vincent and the Grenadines","Count","1995",20
"Americas","Caribbean","Trinidad and Tobago","Rate","1995",10.7
"Americas","Caribbean","Trinidad and Tobago","Count","1995",134.974401
"Americas","Central America","Belize","Rate","1995",NA
"Americas","Central America","Belize","Count","1995",NA
"Americas","Central America","Costa Rica","Rate","1995",5.30424760689068
"Americas","Central America","Costa Rica","Count","1995",184
"Americas","Central America","El Salvador","Rate","1995",139.132078848139
"Americas","Central America","El Salvador","Count","1995",7977
"Americas","Central America","Guatemala","Rate","1995",32.5489794746735
"Americas","Central America","Guatemala","Count","1995",3260
"Americas","Central America","Honduras","Rate","1995",NA
"Americas","Central America","Honduras","Count","1995",NA
"Americas","Central America","Mexico","Rate","1995",18.4
"Americas","Central America","Mexico","Count","1995",16978.185816
"Americas","Central America","Nicaragua","Rate","1995",15.2467953694598
"Americas","Central America","Nicaragua","Count","1995",707
"Americas","Central America","Panama","Rate","1995",14.0833179549976
"Americas","Central America","Panama","Count","1995",377
"Americas","Northern America","Bermuda","Rate","1995",NA
"Americas","Northern America","Bermuda","Count","1995",NA
"Americas","Northern America","Canada","Rate","1995",2.00668266279418
"Americas","Northern America","Canada","Count","1995",588
"Americas","Northern America","United States of America","Rate","1995",8.11268340776424
"Americas","Northern America","United States of America","Count","1995",21606
"Americas","South America","Argentina","Rate","1995",7.81232965219497
"Americas","South America","Argentina","Count","1995",2723
"Americas","South America","Bolivia (Plurinational State of)","Rate","1995",NA
"Americas","South America","Bolivia (Plurinational State of)","Count","1995",NA
"Americas","South America","Brazil","Rate","1995",25.7
"Americas","South America","Brazil","Count","1995",41594.977634
"Americas","South America","Chile","Rate","1995",3.2
"Americas","South America","Chile","Count","1995",461.101312
"Americas","South America","Colombia","Rate","1995",69.6726338112749
"Americas","South America","Colombia","Count","1995",25398
"Americas","South America","Ecuador","Rate","1995",13.4
"Americas","South America","Ecuador","Count","1995",1525.523804
"Americas","South America","Guyana","Rate","1995",14.9729593848174
"Americas","South America","Guyana","Count","1995",109
"Americas","South America","Peru","Rate","1995",5.5
"Americas","South America","Peru","Count","1995",1310.493965
"Americas","South America","Suriname","Rate","1995",NA
"Americas","South America","Suriname","Count","1995",NA
"Americas","South America","Uruguay","Rate","1995",NA
"Americas","South America","Uruguay","Count","1995",NA
"Americas","South America","Venezuela (Bolivarian Republic of)","Rate","1995",20.335913345501
"Americas","South America","Venezuela (Bolivarian Republic of)","Count","1995",4481
"Asia","Central Asia","Kazakhstan","Rate","1995",15.3649540781269
"Asia","Central Asia","Kazakhstan","Count","1995",2447
"Asia","Central Asia","Kyrgyzstan","Rate","1995",11.6503543558715
"Asia","Central Asia","Kyrgyzstan","Count","1995",535
"Asia","Central Asia","Tajikistan","Rate","1995",7.53194062268198
"Asia","Central Asia","Tajikistan","Count","1995",435
"Asia","Central Asia","Turkmenistan","Rate","1995",7.92739272351308
"Asia","Central Asia","Turkmenistan","Count","1995",332
"Asia","Central Asia","Uzbekistan","Rate","1995",5.04813464007738
"Asia","Central Asia","Uzbekistan","Count","1995",1157
"Asia","Eastern Asia","China","Rate","1995",NA
"Asia","Eastern Asia","China","Count","1995",NA
"Asia","Eastern Asia","Taiwan Province of China","Rate","1995",8.26410255053616
"Asia","Eastern Asia","Taiwan Province of China","Count","1995",1765
"Asia","Eastern Asia","Japan","Rate","1995",0.609755846775139
"Asia","Eastern Asia","Japan","Count","1995",759.0652
"Asia","Eastern Asia","Republic of Korea","Rate","1995",NA
"Asia","Eastern Asia","Republic of Korea","Count","1995",NA
"Asia","South-Eastern Asia","Cambodia","Rate","1995",3.5544070035964
"Asia","South-Eastern Asia","Cambodia","Count","1995",397
"Asia","South-Eastern Asia","Myanmar","Rate","1995",3.82833499065666
"Asia","South-Eastern Asia","Myanmar","Count","1995",1613
"Asia","South-Eastern Asia","Philippines","Rate","1995",NA
"Asia","South-Eastern Asia","Philippines","Count","1995",NA
"Asia","South-Eastern Asia","Singapore","Rate","1995",1.46481261600023
"Asia","South-Eastern Asia","Singapore","Count","1995",51
"Asia","South-Eastern Asia","Thailand","Rate","1995",7.6143973937906
"Asia","South-Eastern Asia","Thailand","Count","1995",4542
"Asia","Southern Asia","Bhutan","Rate","1995",NA
"Asia","Southern Asia","Bhutan","Count","1995",NA
"Asia","Southern Asia","India","Rate","1995",4.36626277958339
"Asia","Southern Asia","India","Count","1995",42112
"Asia","Southern Asia","Nepal","Rate","1995",NA
"Asia","Southern Asia","Nepal","Count","1995",NA
"Asia","Southern Asia","Pakistan","Rate","1995",NA
"Asia","Southern Asia","Pakistan","Count","1995",NA
"Asia","Western Asia","Armenia","Rate","1995",3.59893806506818
"Asia","Western Asia","Armenia","Count","1995",116
"Asia","Western Asia","Georgia","Rate","1995",7.71314365049478
"Asia","Western Asia","Georgia","Count","1995",391
"Asia","Western Asia","Israel","Rate","1995",2.10049400993496
"Asia","Western Asia","Israel","Count","1995",112
"Asia","Western Asia","Qatar","Rate","1995",NA
"Asia","Western Asia","Qatar","Count","1995",NA
"Asia","Western Asia","Saudi Arabia","Rate","1995",NA
"Asia","Western Asia","Saudi Arabia","Count","1995",NA
"Asia","Western Asia","Syrian Arab Republic","Rate","1995",NA
"Asia","Western Asia","Syrian Arab Republic","Count","1995",NA
"Europe","Eastern Europe","Belarus","Rate","1995",9.34376499808112
"Europe","Eastern Europe","Belarus","Count","1995",960
"Europe","Eastern Europe","Bulgaria","Rate","1995",5.91147812800959
"Europe","Eastern Europe","Bulgaria","Count","1995",494
"Europe","Eastern Europe","Czech Republic","Rate","1995",1.79
"Europe","Eastern Europe","Czech Republic","Count","1995",184.7161323
"Europe","Eastern Europe","Hungary","Rate","1995",2.86505133910661
"Europe","Eastern Europe","Hungary","Count","1995",296
"Europe","Eastern Europe","Poland","Rate","1995",2.22182989284841
"Europe","Eastern Europe","Poland","Count","1995",853
"Europe","Eastern Europe","Republic of Moldova","Rate","1995",9.26534140017286
"Europe","Eastern Europe","Republic of Moldova","Count","1995",402
"Europe","Eastern Europe","Romania","Rate","1995",4.12
"Europe","Eastern Europe","Romania","Count","1995",934.4553048
"Europe","Eastern Europe","Russian Federation","Rate","1995",30.8
"Europe","Eastern Europe","Russian Federation","Count","1995",45799.163256
"Europe","Eastern Europe","Slovakia","Rate","1995",2.38410369062976
"Europe","Eastern Europe","Slovakia","Count","1995",128
"Europe","Eastern Europe","Ukraine","Rate","1995",7.84011148920218
"Europe","Eastern Europe","Ukraine","Count","1995",4008
"Europe","Northern Europe","Denmark","Rate","1995",1.14649009700071
"Europe","Northern Europe","Denmark","Count","1995",60
"Europe","Northern Europe","Estonia","Rate","1995",17.0749144519022
"Europe","Northern Europe","Estonia","Count","1995",246
"Europe","Northern Europe","Finland","Rate","1995",2.8583723488107
"Europe","Northern Europe","Finland","Count","1995",146
"Europe","Northern Europe","Greenland","Rate","1995",25.1721595914918
"Europe","Northern Europe","Greenland","Count","1995",14
"Europe","Northern Europe","Ireland","Rate","1995",1.19081972152542
"Europe","Northern Europe","Ireland","Count","1995",43
"Europe","Northern Europe","Latvia","Rate","1995",18.69
"Europe","Northern Europe","Latvia","Count","1995",465.7725555
"Europe","Northern Europe","Lithuania","Rate","1995",12.35
"Europe","Northern Europe","Lithuania","Count","1995",448.194344
"Europe","Northern Europe","Norway","Rate","1995",0.986443060671295
"Europe","Northern Europe","Norway","Count","1995",43
"Europe","Northern Europe","Sweden","Rate","1995",1.05
"Europe","Northern Europe","Sweden","Count","1995",92.6829645
"Europe","Northern Europe","United Kingdom (England and Wales)","Rate","1995",1.46863785301919
"Europe","Northern Europe","United Kingdom (England and Wales)","Count","1995",753
"Europe","Northern Europe","United Kingdom (Northern Ireland)","Rate","1995",1.45542753183748
"Europe","Northern Europe","United Kingdom (Northern Ireland)","Count","1995",24
"Europe","Northern Europe","United Kingdom (Scotland)","Rate","1995",2.60579937304075
"Europe","Northern Europe","United Kingdom (Scotland)","Count","1995",133
"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Rate","1995",1.56904099352365
"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Count","1995",910
"Europe","Southern Europe","Albania","Rate","1995",6.68555175858664
"Europe","Southern Europe","Albania","Count","1995",210
"Europe","Southern Europe","Croatia","Rate","1995",3.55536441307252
"Europe","Southern Europe","Croatia","Count","1995",166
"Europe","Southern Europe","Greece","Rate","1995",1.2
"Europe","Southern Europe","Greece","Count","1995",128.061708
"Europe","Southern Europe","Italy","Rate","1995",1.77643467769709
"Europe","Southern Europe","Italy","Count","1995",1012
"Europe","Southern Europe","Portugal","Rate","1995",NA
"Europe","Southern Europe","Portugal","Count","1995",NA
"Europe","Southern Europe","Serbia","Rate","1995",NA
"Europe","Southern Europe","Serbia","Count","1995",NA
"Europe","Southern Europe","Slovenia","Rate","1995",2.23781345281901
"Europe","Southern Europe","Slovenia","Count","1995",44
"Europe","Southern Europe","Spain","Rate","1995",0.87
"Europe","Southern Europe","Spain","Count","1995",343.0134558
"Europe","Southern Europe","The former Yugoslav Republic of Macedonia","Rate","1995",NA
"Europe","Southern Europe","The former Yugoslav Republic of Macedonia","Count","1995",NA
"Europe","Western Europe","Austria","Rate","1995",1.03331508650107
"Europe","Western Europe","Austria","Count","1995",82
"Europe","Western Europe","Belgium","Rate","1995",1.40874790783574
"Europe","Western Europe","Belgium","Count","1995",142
"Europe","Western Europe","France","Rate","1995",1.06
"Europe","Western Europe","France","Count","1995",613.1517106
"Europe","Western Europe","Germany","Rate","1995",1.67461169422601
"Europe","Western Europe","Germany","Count","1995",1372
"Europe","Western Europe","Netherlands","Rate","1995",1.26
"Europe","Western Europe","Netherlands","Count","1995",194.319279
"Europe","Western Europe","Switzerland","Rate","1995",1.16830718842316
"Europe","Western Europe","Switzerland","Count","1995",82
"Oceania","Australia and New Zealand","Australia","Rate","1995",1.79927428534592
"Oceania","Australia and New Zealand","Australia","Count","1995",326
"Oceania","Australia and New Zealand","New Zealand","Rate","1995",1.08841760406633
"Oceania","Australia and New Zealand","New Zealand","Count","1995",40
"Africa","Eastern Africa","Mauritius","Rate","1996",2.95537042960655
"Africa","Eastern Africa","Mauritius","Count","1996",34
"Africa","Northern Africa","Egypt","Rate","1996",NA
"Africa","Northern Africa","Egypt","Count","1996",NA
"Africa","Northern Africa","Morocco","Rate","1996",NA
"Africa","Northern Africa","Morocco","Count","1996",NA
"Africa","Southern Africa","South Africa","Rate","1996",60.3901674280048
"Africa","Southern Africa","South Africa","Count","1996",25470
"Africa","Western Africa","Nigeria","Rate","1996",1.38609792265922
"Africa","Western Africa","Nigeria","Count","1996",1561
"Americas","Caribbean","Bahamas","Rate","1996",14.4
"Americas","Caribbean","Bahamas","Count","1996",40.849488
"Americas","Caribbean","Barbados","Rate","1996",NA
"Americas","Caribbean","Barbados","Count","1996",NA
"Americas","Caribbean","Cuba","Rate","1996",6.7
"Americas","Caribbean","Cuba","Count","1996",733.596802
"Americas","Caribbean","Dominica","Rate","1996",NA
"Americas","Caribbean","Dominica","Count","1996",NA
"Americas","Caribbean","Dominican Republic","Rate","1996",12.8122870826323
"Americas","Caribbean","Dominican Republic","Count","1996",1032
"Americas","Caribbean","Grenada","Rate","1996",NA
"Americas","Caribbean","Grenada","Count","1996",NA
"Americas","Caribbean","Jamaica","Rate","1996",37.2282538701285
"Americas","Caribbean","Jamaica","Count","1996",925
"Americas","Caribbean","Puerto Rico","Rate","1996",23.2564806675146
"Americas","Caribbean","Puerto Rico","Count","1996",868
"Americas","Caribbean","Saint Kitts and Nevis","Rate","1996",9.15038660383401
"Americas","Caribbean","Saint Kitts and Nevis","Count","1996",4
"Americas","Caribbean","Saint Lucia","Rate","1996",NA
"Americas","Caribbean","Saint Lucia","Count","1996",NA
"Americas","Caribbean","Saint Vincent and the Grenadines","Rate","1996",22.2121444899999
"Americas","Caribbean","Saint Vincent and the Grenadines","Count","1996",24
"Americas","Caribbean","Trinidad and Tobago","Rate","1996",9.6
"Americas","Caribbean","Trinidad and Tobago","Count","1996",121.809696
"Americas","Central America","Belize","Rate","1996",NA
"Americas","Central America","Belize","Count","1996",NA
"Americas","Central America","Costa Rica","Rate","1996",5.31332449653439
"Americas","Central America","Costa Rica","Count","1996",189
"Americas","Central America","El Salvador","Rate","1996",117.277281515377
"Americas","Central America","El Salvador","Count","1996",6792
"Americas","Central America","Guatemala","Rate","1996",35.3196220849234
"Americas","Central America","Guatemala","Count","1996",3619
"Americas","Central America","Honduras","Rate","1996",NA
"Americas","Central America","Honduras","Count","1996",NA
"Americas","Central America","Mexico","Rate","1996",17
"Americas","Central America","Mexico","Count","1996",15955.92341
"Americas","Central America","Nicaragua","Rate","1996",13.9864158520601
"Americas","Central America","Nicaragua","Count","1996",662
"Americas","Central America","Panama","Rate","1996",9.07853924839213
"Americas","Central America","Panama","Count","1996",248
"Americas","Northern America","Bermuda","Rate","1996",NA
"Americas","Northern America","Bermuda","Count","1996",NA
"Americas","Northern America","Canada","Rate","1996",2.1465595113173
"Americas","Northern America","Canada","Count","1996",635
"Americas","Northern America","United States of America","Rate","1996",7.29230303409696
"Americas","Northern America","United States of America","Count","1996",19645
"Americas","South America","Argentina","Rate","1996",8.50452118312994
"Americas","South America","Argentina","Count","1996",3001
"Americas","South America","Bolivia (Plurinational State of)","Rate","1996",NA
"Americas","South America","Bolivia (Plurinational State of)","Count","1996",NA
"Americas","South America","Brazil","Rate","1996",27
"Americas","South America","Brazil","Count","1996",44372.48148
"Americas","South America","Chile","Rate","1996",3
"Americas","South America","Chile","Count","1996",438.92307
"Americas","South America","Colombia","Rate","1996",71.7868996641331
"Americas","South America","Colombia","Count","1996",26642
"Americas","South America","Ecuador","Rate","1996",16.1
"Americas","South America","Ecuador","Count","1996",1865.035914
"Americas","South America","Guyana","Rate","1996",12.0714961796458
"Americas","South America","Guyana","Count","1996",88
"Americas","South America","Peru","Rate","1996",4.4
"Americas","South America","Peru","Count","1996",1066.941524
"Americas","South America","Suriname","Rate","1996",NA
"Americas","South America","Suriname","Count","1996",NA
"Americas","South America","Uruguay","Rate","1996",NA
"Americas","South America","Uruguay","Count","1996",NA
"Americas","South America","Venezuela (Bolivarian Republic of)","Rate","1996",22.0496258363835
"Americas","South America","Venezuela (Bolivarian Republic of)","Count","1996",4961
"Asia","Central Asia","Kazakhstan","Rate","1996",16.7063971308529
"Asia","Central Asia","Kazakhstan","Count","1996",2625
"Asia","Central Asia","Kyrgyzstan","Rate","1996",11.1401719106683
"Asia","Central Asia","Kyrgyzstan","Count","1996",519
"Asia","Central Asia","Tajikistan","Rate","1996",8.25891493556511
"Asia","Central Asia","Tajikistan","Count","1996",484
"Asia","Central Asia","Turkmenistan","Rate","1996",7.21701904308888
"Asia","Central Asia","Turkmenistan","Count","1996",308
"Asia","Central Asia","Uzbekistan","Rate","1996",4.9384403916967
"Asia","Central Asia","Uzbekistan","Count","1996",1153
"Asia","Eastern Asia","China","Rate","1996",NA
"Asia","Eastern Asia","China","Count","1996",NA
"Asia","Eastern Asia","Taiwan Province of China","Rate","1996",8.35290978815618
"Asia","Eastern Asia","Taiwan Province of China","Count","1996",1798
"Asia","Eastern Asia","Japan","Rate","1996",0.575989969665982
"Asia","Eastern Asia","Japan","Count","1996",718.9218
"Asia","Eastern Asia","Republic of Korea","Rate","1996",NA
"Asia","Eastern Asia","Republic of Korea","Count","1996",NA
"Asia","South-Eastern Asia","Cambodia","Rate","1996",4.72996523737357
"Asia","South-Eastern Asia","Cambodia","Count","1996",542
"Asia","South-Eastern Asia","Myanmar","Rate","1996",NA
"Asia","South-Eastern Asia","Myanmar","Count","1996",NA
"Asia","South-Eastern Asia","Philippines","Rate","1996",NA
"Asia","South-Eastern Asia","Philippines","Count","1996",NA
"Asia","South-Eastern Asia","Singapore","Rate","1996",0.866760220850504
"Asia","South-Eastern Asia","Singapore","Count","1996",31
"Asia","South-Eastern Asia","Thailand","Rate","1996",7.42472636008366
"Asia","South-Eastern Asia","Thailand","Count","1996",4474
"Asia","Southern Asia","Bhutan","Rate","1996",NA
"Asia","Southern Asia","Bhutan","Count","1996",NA
"Asia","Southern Asia","India","Rate","1996",4.39507984612006
"Asia","Southern Asia","India","Count","1996",43184
"Asia","Southern Asia","Nepal","Rate","1996",NA
"Asia","Southern Asia","Nepal","Count","1996",NA
"Asia","Southern Asia","Pakistan","Rate","1996",6.93145688652939
"Asia","Southern Asia","Pakistan","Count","1996",9062
"Asia","Western Asia","Armenia","Rate","1996",3.59373743965122
"Asia","Western Asia","Armenia","Count","1996",114
"Asia","Western Asia","Georgia","Rate","1996",5.40828982664628
"Asia","Western Asia","Georgia","Count","1996",270
"Asia","Western Asia","Israel","Rate","1996",2.13240056907757
"Asia","Western Asia","Israel","Count","1996",117
"Asia","Western Asia","Qatar","Rate","1996",NA
"Asia","Western Asia","Qatar","Count","1996",NA
"Asia","Western Asia","Saudi Arabia","Rate","1996",NA
"Asia","Western Asia","Saudi Arabia","Count","1996",NA
"Asia","Western Asia","Syrian Arab Republic","Rate","1996",NA
"Asia","Western Asia","Syrian Arab Republic","Count","1996",NA
"Europe","Eastern Europe","Belarus","Rate","1996",9.46863023280921
"Europe","Eastern Europe","Belarus","Count","1996",970
"Europe","Eastern Europe","Bulgaria","Rate","1996",5.29432391664897
"Europe","Eastern Europe","Bulgaria","Count","1996",438
"Europe","Eastern Europe","Czech Republic","Rate","1996",1.55
"Europe","Eastern Europe","Czech Republic","Count","1996",159.805248
"Europe","Eastern Europe","Hungary","Rate","1996",2.62749838980887
"Europe","Eastern Europe","Hungary","Count","1996",271
"Europe","Eastern Europe","Poland","Rate","1996",2.27350013966531
"Europe","Eastern Europe","Poland","Count","1996",873
"Europe","Eastern Europe","Republic of Moldova","Rate","1996",9.19287700603782
"Europe","Eastern Europe","Republic of Moldova","Count","1996",396
"Europe","Eastern Europe","Romania","Rate","1996",3.75
"Europe","Eastern Europe","Romania","Count","1996",846.2769375
"Europe","Eastern Europe","Russian Federation","Rate","1996",26.6
"Europe","Eastern Europe","Russian Federation","Count","1996",39489.55269
"Europe","Eastern Europe","Slovakia","Rate","1996",2.45316362396942
"Europe","Eastern Europe","Slovakia","Count","1996",132
"Europe","Eastern Europe","Ukraine","Rate","1996",9.00275918517289
"Europe","Eastern Europe","Ukraine","Count","1996",4571
"Europe","Northern Europe","Denmark","Rate","1996",1.31298198569687
"Europe","Northern Europe","Denmark","Count","1996",69
"Europe","Northern Europe","Estonia","Rate","1996",15.0733204341398
"Europe","Northern Europe","Estonia","Count","1996",214
"Europe","Northern Europe","Finland","Rate","1996",2.98526275287663
"Europe","Northern Europe","Finland","Count","1996",153
"Europe","Northern Europe","Greenland","Rate","1996",5.39015757227303
"Europe","Northern Europe","Greenland","Count","1996",3
"Europe","Northern Europe","Ireland","Rate","1996",1.15433547792375
"Europe","Northern Europe","Ireland","Count","1996",42
"Europe","Northern Europe","Latvia","Rate","1996",16.31
"Europe","Northern Europe","Latvia","Count","1996",401.6528327
"Europe","Northern Europe","Lithuania","Rate","1996",9.65
"Europe","Northern Europe","Lithuania","Count","1996",347.790246
"Europe","Northern Europe","Norway","Rate","1996",0.980584651934636
"Europe","Northern Europe","Norway","Count","1996",43
"Europe","Northern Europe","Sweden","Rate","1996",1.25
"Europe","Northern Europe","Sweden","Count","1996",110.5927625
"Europe","Northern Europe","United Kingdom (England and Wales)","Rate","1996",1.32075471698113
"Europe","Northern Europe","United Kingdom (England and Wales)","Count","1996",679
"Europe","Northern Europe","United Kingdom (Northern Ireland)","Rate","1996",2.34657039711191
"Europe","Northern Europe","United Kingdom (Northern Ireland)","Count","1996",39
"Europe","Northern Europe","United Kingdom (Scotland)","Rate","1996",2.63157894736842
"Europe","Northern Europe","United Kingdom (Scotland)","Count","1996",134
"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Rate","1996",1.46500316359867
"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Count","1996",852
"Europe","Southern Europe","Albania","Rate","1996",7.96762317768731
"Europe","Southern Europe","Albania","Count","1996",248
"Europe","Southern Europe","Croatia","Rate","1996",2.61987765600835
"Europe","Southern Europe","Croatia","Count","1996",122
"Europe","Southern Europe","Greece","Rate","1996",1.46
"Europe","Southern Europe","Greece","Count","1996",157.0177586
"Europe","Southern Europe","Italy","Rate","1996",1.67374034178937
"Europe","Southern Europe","Italy","Count","1996",953
"Europe","Southern Europe","Portugal","Rate","1996",1.04237920496755
"Europe","Southern Europe","Portugal","Count","1996",106
"Europe","Southern Europe","Serbia","Rate","1996",NA
"Europe","Southern Europe","Serbia","Count","1996",NA
"Europe","Southern Europe","Slovenia","Rate","1996",1.92747812819556
"Europe","Southern Europe","Slovenia","Count","1996",38
"Europe","Southern Europe","Spain","Rate","1996",0.84
"Europe","Southern Europe","Spain","Count","1996",331.9638672
"Europe","Southern Europe","The former Yugoslav Republic of Macedonia","Rate","1996",NA
"Europe","Southern Europe","The former Yugoslav Republic of Macedonia","Count","1996",NA
"Europe","Western Europe","Austria","Rate","1996",1.24364609902136
"Europe","Western Europe","Austria","Count","1996",99
"Europe","Western Europe","Belgium","Rate","1996",1.18833153499161
"Europe","Western Europe","Belgium","Count","1996",120
"Europe","Western Europe","France","Rate","1996",1.05
"Europe","Western Europe","France","Count","1996",609.604485
"Europe","Western Europe","Germany","Rate","1996",1.51945856472382
"Europe","Western Europe","Germany","Count","1996",1249
"Europe","Western Europe","Netherlands","Rate","1996",1.36
"Europe","Western Europe","Netherlands","Count","1996",211.0328592
"Europe","Western Europe","Switzerland","Rate","1996",1.17547705603329
"Europe","Western Europe","Switzerland","Count","1996",83
"Oceania","Australia and New Zealand","Australia","Rate","1996",1.70309051429349
"Oceania","Australia and New Zealand","Australia","Count","1996",312
"Oceania","Australia and New Zealand","New Zealand","Rate","1996",1.47955178727166
"Oceania","Australia and New Zealand","New Zealand","Count","1996",55
"Africa","Eastern Africa","Mauritius","Rate","1997",2.06471505211685
"Africa","Eastern Africa","Mauritius","Count","1997",24
"Africa","Northern Africa","Egypt","Rate","1997",NA
"Africa","Northern Africa","Egypt","Count","1997",NA
"Africa","Northern Africa","Morocco","Rate","1997",NA
"Africa","Northern Africa","Morocco","Count","1997",NA
"Africa","Southern Africa","South Africa","Rate","1997",57.1123953327189
"Africa","Southern Africa","South Africa","Count","1997",24486
"Africa","Western Africa","Nigeria","Rate","1997",1.50084088297506
"Africa","Western Africa","Nigeria","Count","1997",1730
"Americas","Caribbean","Bahamas","Rate","1997",16.2
"Americas","Caribbean","Bahamas","Count","1997",46.529154
"Americas","Caribbean","Barbados","Rate","1997",NA
"Americas","Caribbean","Barbados","Count","1997",NA
"Americas","Caribbean","Cuba","Rate","1997",6.8
"Americas","Caribbean","Cuba","Count","1997",747.47572
"Americas","Caribbean","Dominica","Rate","1997",NA
"Americas","Caribbean","Dominica","Count","1997",NA
"Americas","Caribbean","Dominican Republic","Rate","1997",12.6730332990665
"Americas","Caribbean","Dominican Republic","Count","1997",1038
"Americas","Caribbean","Grenada","Rate","1997",NA
"Americas","Caribbean","Grenada","Count","1997",NA
"Americas","Caribbean","Jamaica","Rate","1997",41.3732573308988
"Americas","Caribbean","Jamaica","Count","1997",1038
"Americas","Caribbean","Puerto Rico","Rate","1997",19.2519500576761
"Americas","Caribbean","Puerto Rico","Count","1997",724
"Americas","Caribbean","Saint Kitts and Nevis","Rate","1997",15.8006410545799
"Americas","Caribbean","Saint Kitts and Nevis","Count","1997",7
"Americas","Caribbean","Saint Lucia","Rate","1997",NA
"Americas","Caribbean","Saint Lucia","Count","1997",NA
"Americas","Caribbean","Saint Vincent and the Grenadines","Rate","1997",8.334954018837
"Americas","Caribbean","Saint Vincent and the Grenadines","Count","1997",9
"Americas","Caribbean","Trinidad and Tobago","Rate","1997",8.3
"Americas","Caribbean","Trinidad and Tobago","Count","1997",105.86318
"Americas","Central America","Belize","Rate","1997",NA
"Americas","Central America","Belize","Count","1997",NA
"Americas","Central America","Costa Rica","Rate","1997",5.75616396076708
"Americas","Central America","Costa Rica","Count","1997",210
"Americas","Central America","El Salvador","Rate","1997",112.568659946571
"Americas","Central America","El Salvador","Count","1997",6573
"Americas","Central America","Guatemala","Rate","1997",38.1433409197048
"Americas","Central America","Guatemala","Count","1997",3998
"Americas","Central America","Honduras","Rate","1997",NA
"Americas","Central America","Honduras","Count","1997",NA
"Americas","Central America","Mexico","Rate","1997",15.8
"Americas","Central America","Mexico","Count","1997",15079.73251
"Americas","Central America","Nicaragua","Rate","1997",14.0731251187873
"Americas","Central America","Nicaragua","Count","1997",679
"Americas","Central America","Panama","Rate","1997",11.3015512186301
"Americas","Central America","Panama","Count","1997",315
"Americas","Northern America","Bermuda","Rate","1997",NA
"Americas","Northern America","Bermuda","Count","1997",NA
"Americas","Northern America","Canada","Rate","1997",1.96313316320853
"Americas","Northern America","Canada","Count","1997",586
"Americas","Northern America","United States of America","Rate","1997",6.67832194250555
"Americas","Northern America","United States of America","Count","1997",18208
"Americas","South America","Argentina","Rate","1997",9.14183533726191
"Americas","South America","Argentina","Count","1997",3265
"Americas","South America","Bolivia (Plurinational State of)","Rate","1997",NA
"Americas","South America","Bolivia (Plurinational State of)","Count","1997",NA
"Americas","South America","Brazil","Rate","1997",28.7
"Americas","South America","Brazil","Count","1997",47891.451216
"Americas","South America","Chile","Rate","1997",2.5
"Americas","South America","Chile","Count","1997",371.00095
"Americas","South America","Colombia","Rate","1997",67.1845498883999
"Americas","South America","Colombia","Count","1997",25379
"Americas","South America","Ecuador","Rate","1997",12.5
"Americas","South America","Ecuador","Count","1997",1471.750625
"Americas","South America","Guyana","Rate","1997",11.9220054183459
"Americas","South America","Guyana","Count","1997",87
"Americas","South America","Peru","Rate","1997",4.2
"Americas","South America","Peru","Count","1997",1036.028952
"Americas","South America","Suriname","Rate","1997",NA
"Americas","South America","Suriname","Count","1997",NA
"Americas","South America","Uruguay","Rate","1997",NA
