"Region","Subregion","Country","Homicide","Year","value"
"Americas","Central America","Mexico","Count","2003",11740.990297
"Americas","Central America","Nicaragua","Rate","2003",12.0077053539805
"Americas","Central America","Nicaragua","Count","2003",635
"Americas","Central America","Panama","Rate","2003",10.8140448206964
"Americas","Central America","Panama","Count","2003",338
"Americas","Northern America","Bermuda","Rate","2003",3.14193700416307
"Americas","Northern America","Bermuda","Count","2003",2
"Americas","Northern America","Canada","Rate","2003",1.73687116800821
"Americas","Northern America","Canada","Count","2003",549
"Americas","Northern America","United States of America","Rate","2003",5.67405448265701
"Americas","Northern America","United States of America","Count","2003",16528
"Americas","South America","Argentina","Rate","2003",7.56817190044612
"Americas","South America","Argentina","Count","2003",2876
"Americas","South America","Bolivia (Plurinational State of)","Rate","2003",NA
"Americas","South America","Bolivia (Plurinational State of)","Count","2003",NA
"Americas","South America","Brazil","Rate","2003",33.1
"Americas","South America","Brazil","Count","2003",60120.547494
"Americas","South America","Chile","Rate","2003",5.2
"Americas","South America","Chile","Count","2003",829.909236
"Americas","South America","Colombia","Rate","2003",56.3669329904207
"Americas","South America","Colombia","Count","2003",23523
"Americas","South America","Ecuador","Rate","2003",13.8
"Americas","South America","Ecuador","Count","2003",1792.342896
"Americas","South America","Guyana","Rate","2003",27.8030839828593
"Americas","South America","Guyana","Count","2003",206
"Americas","South America","Peru","Rate","2003",2.9
"Americas","South America","Peru","Count","2003",780.573918
"Americas","South America","Suriname","Rate","2003",12.3253903040263
"Americas","South America","Suriname","Count","2003",60
"Americas","South America","Uruguay","Rate","2003",5.92815675851999
"Americas","South America","Uruguay","Count","2003",197
"Americas","South America","Venezuela (Bolivarian Republic of)","Rate","2003",44.0698896694653
"Americas","South America","Venezuela (Bolivarian Republic of)","Count","2003",11342
"Asia","Central Asia","Kazakhstan","Rate","2003",13.3096491547069
"Asia","Central Asia","Kazakhstan","Count","2003",1991
"Asia","Central Asia","Kyrgyzstan","Rate","2003",8.38599873650952
"Asia","Central Asia","Kyrgyzstan","Count","2003",420
"Asia","Central Asia","Tajikistan","Rate","2003",2.58808810356897
"Asia","Central Asia","Tajikistan","Count","2003",164
"Asia","Central Asia","Turkmenistan","Rate","2003",5.33572924788593
"Asia","Central Asia","Turkmenistan","Count","2003",248
"Asia","Central Asia","Uzbekistan","Rate","2003",3.77802743185309
"Asia","Central Asia","Uzbekistan","Count","2003",963
"Asia","Eastern Asia","China","Rate","2003",1.88596436557659
"Asia","Eastern Asia","China","Count","2003",24393
"Asia","Eastern Asia","Taiwan Province of China","Rate","2003",4.67604973335014
"Asia","Eastern Asia","Taiwan Province of China","Count","2003",1057
"Asia","Eastern Asia","Japan","Rate","2003",0.601863234026328
"Asia","Eastern Asia","Japan","Count","2003",759.456
"Asia","Eastern Asia","Republic of Korea","Rate","2003",2.14049005683387
"Asia","Eastern Asia","Republic of Korea","Count","2003",998
"Asia","South-Eastern Asia","Cambodia","Rate","2003",3.90811822111365
"Asia","South-Eastern Asia","Cambodia","Count","2003",509
"Asia","South-Eastern Asia","Myanmar","Rate","2003",1.66653306044945
"Asia","South-Eastern Asia","Myanmar","Count","2003",764
"Asia","South-Eastern Asia","Philippines","Rate","2003",7.82074122302248
"Asia","South-Eastern Asia","Philippines","Count","2003",6436
"Asia","South-Eastern Asia","Singapore","Rate","2003",0.587364324959313
"Asia","South-Eastern Asia","Singapore","Count","2003",24
"Asia","South-Eastern Asia","Thailand","Rate","2003",9.84239366157191
"Asia","South-Eastern Asia","Thailand","Count","2003",6434
"Asia","Southern Asia","Bhutan","Rate","2003",0.80072898366673
"Asia","Southern Asia","Bhutan","Count","2003",5
"Asia","Southern Asia","India","Rate","2003",3.51971278651749
"Asia","Southern Asia","India","Count","2003",38924
"Asia","Southern Asia","Nepal","Rate","2003",2.89555389038894
"Asia","Southern Asia","Nepal","Count","2003",757
"Asia","Southern Asia","Pakistan","Rate","2003",6.10291655221522
"Asia","Southern Asia","Pakistan","Count","2003",9346
"Asia","Western Asia","Armenia","Rate","2003",2.15647232494509
"Asia","Western Asia","Armenia","Count","2003",66
"Asia","Western Asia","Georgia","Rate","2003",6.6084886255219
"Asia","Western Asia","Georgia","Count","2003",302
"Asia","Western Asia","Israel","Rate","2003",3.24301892947001
"Asia","Western Asia","Israel","Count","2003",206
"Asia","Western Asia","Qatar","Rate","2003",0.612088752869166
"Asia","Western Asia","Qatar","Count","2003",4
"Asia","Western Asia","Saudi Arabia","Rate","2003",1.11935097702102
"Asia","Western Asia","Saudi Arabia","Count","2003",250
"Asia","Western Asia","Syrian Arab Republic","Rate","2003",2.31559515026326
"Asia","Western Asia","Syrian Arab Republic","Count","2003",405
"Europe","Eastern Europe","Belarus","Rate","2003",8.86273915910049
"Europe","Eastern Europe","Belarus","Count","2003",879
"Europe","Eastern Europe","Bulgaria","Rate","2003",3.15046318824069
"Europe","Eastern Europe","Bulgaria","Count","2003",247
"Europe","Eastern Europe","Czech Republic","Rate","2003",1.26
"Europe","Eastern Europe","Czech Republic","Count","2003",128.5115202
"Europe","Eastern Europe","Hungary","Rate","2003",2.32867627679791
"Europe","Eastern Europe","Hungary","Count","2003",236
"Europe","Eastern Europe","Poland","Rate","2003",1.73306817913778
"Europe","Eastern Europe","Poland","Count","2003",662
"Europe","Eastern Europe","Republic of Moldova","Rate","2003",9.13661784478991
"Europe","Eastern Europe","Republic of Moldova","Count","2003",356
"Europe","Eastern Europe","Romania","Rate","2003",3.62
"Europe","Eastern Europe","Romania","Count","2003",793.6961134
"Europe","Eastern Europe","Russian Federation","Rate","2003",29.1
"Europe","Eastern Europe","Russian Federation","Count","2003",42160.216479
"Europe","Eastern Europe","Slovakia","Rate","2003",2.69911420987499
"Europe","Eastern Europe","Slovakia","Count","2003",146
"Europe","Eastern Europe","Ukraine","Rate","2003",10.188215848624
"Europe","Eastern Europe","Ukraine","Count","2003",4854
"Europe","Northern Europe","Denmark","Rate","2003",1.20717163956381
"Europe","Northern Europe","Denmark","Count","2003",65
"Europe","Northern Europe","Estonia","Rate","2003",10.8731429670366
"Europe","Northern Europe","Estonia","Count","2003",147
"Europe","Northern Europe","Finland","Rate","2003",1.97674161971905
"Europe","Northern Europe","Finland","Count","2003",103
"Europe","Northern Europe","Greenland","Rate","2003",10.5552037154317
"Europe","Northern Europe","Greenland","Count","2003",6
"Europe","Northern Europe","Ireland","Rate","2003",1.12205292798465
"Europe","Northern Europe","Ireland","Count","2003",45
"Europe","Northern Europe","Latvia","Rate","2003",10.48
"Europe","Northern Europe","Latvia","Count","2003",244.62678
"Europe","Northern Europe","Lithuania","Rate","2003",9.3
"Europe","Northern Europe","Lithuania","Count","2003",320.58681
"Europe","Northern Europe","Norway","Rate","2003",1.11874980805763
"Europe","Northern Europe","Norway","Count","2003",51
"Europe","Northern Europe","Sweden","Rate","2003",0.95
"Europe","Northern Europe","Sweden","Count","2003",84.886224
"Europe","Northern Europe","United Kingdom (England and Wales)","Rate","2003",1.71238066373693
"Europe","Northern Europe","United Kingdom (England and Wales)","Count","2003",904
"Europe","Northern Europe","United Kingdom (Northern Ireland)","Rate","2003",1.93775689958896
"Europe","Northern Europe","United Kingdom (Northern Ireland)","Count","2003",33
"Europe","Northern Europe","United Kingdom (Scotland)","Rate","2003",2.1356535495353
"Europe","Northern Europe","United Kingdom (Scotland)","Count","2003",108
"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Rate","2003",1.75322783084932
"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Count","2003",1045
"Europe","Southern Europe","Albania","Rate","2003",4.63514190776647
"Europe","Southern Europe","Albania","Count","2003",144
"Europe","Southern Europe","Croatia","Rate","2003",1.54827001021185
"Europe","Southern Europe","Croatia","Count","2003",69
"Europe","Southern Europe","Greece","Rate","2003",1.03
"Europe","Southern Europe","Greece","Count","2003",114.4440416
"Europe","Southern Europe","Italy","Rate","2003",1.24256165266023
"Europe","Southern Europe","Italy","Count","2003",719
"Europe","Southern Europe","Portugal","Rate","2003",1.42368367545057
"Europe","Southern Europe","Portugal","Count","2003",149
"Europe","Southern Europe","Serbia","Rate","2003",2.2
"Europe","Southern Europe","Serbia","Count","2003",218.893686
"Europe","Southern Europe","Slovenia","Rate","2003",1.05293452853102
"Europe","Southern Europe","Slovenia","Count","2003",21
"Europe","Southern Europe","Spain","Rate","2003",1
"Europe","Southern Europe","Spain","Count","2003",420.398
"Europe","Southern Europe","The former Yugoslav Republic of Macedonia","Rate","2003",2.41638923395037
"Europe","Southern Europe","The former Yugoslav Republic of Macedonia","Count","2003",49
"Europe","Western Europe","Austria","Rate","2003",0.614685953872737
"Europe","Western Europe","Austria","Count","2003",50
"Europe","Western Europe","Belgium","Rate","2003",2.21292448841651
"Europe","Western Europe","Belgium","Count","2003",228
"Europe","Western Europe","France","Rate","2003",0.76
"Europe","Western Europe","France","Count","2003",457.3975184
"Europe","Western Europe","Germany","Rate","2003",1.04141269098481
"Europe","Western Europe","Germany","Count","2003",859
"Europe","Western Europe","Netherlands","Rate","2003",1.24
"Europe","Western Europe","Netherlands","Count","2003",200.1075916
"Europe","Western Europe","Switzerland","Rate","2003",0.999031350151182
"Europe","Western Europe","Switzerland","Count","2003",73
"Oceania","Australia and New Zealand","Australia","Rate","2003",1.52216821269226
"Oceania","Australia and New Zealand","Australia","Count","2003",302
"Oceania","Australia and New Zealand","New Zealand","Rate","2003",1.09431802722315
"Oceania","Australia and New Zealand","New Zealand","Count","2003",44
"Africa","Eastern Africa","Mauritius","Rate","2004",2.80973517041847
"Africa","Eastern Africa","Mauritius","Count","2004",35
"Africa","Northern Africa","Egypt","Rate","2004",0.442034468859482
"Africa","Northern Africa","Egypt","Count","2004",322
"Africa","Northern Africa","Morocco","Rate","2004",1.56238822275747
"Africa","Northern Africa","Morocco","Count","2004",470
"Africa","Southern Africa","South Africa","Rate","2004",39.7931931258333
"Africa","Southern Africa","South Africa","Count","2004",18793
"Africa","Western Africa","Nigeria","Rate","2004",1.86950916909203
"Africa","Western Africa","Nigeria","Count","2004",2550
"Americas","Caribbean","Bahamas","Rate","2004",13.7
"Americas","Caribbean","Bahamas","Count","2004",43.119243
"Americas","Caribbean","Barbados","Rate","2004",8.14974791347931
"Americas","Caribbean","Barbados","Count","2004",22
"Americas","Caribbean","Cuba","Rate","2004",6.50277119127459
"Americas","Caribbean","Cuba","Count","2004",730.584392508342
"Americas","Caribbean","Dominica","Rate","2004",11.5796025301432
"Americas","Caribbean","Dominica","Count","2004",8
"Americas","Caribbean","Dominican Republic","Rate","2004",24.5236427521902
"Americas","Caribbean","Dominican Republic","Count","2004",2239
"Americas","Caribbean","Grenada","Rate","2004",5.85622956419892
"Americas","Caribbean","Grenada","Count","2004",6
"Americas","Caribbean","Jamaica","Rate","2004",55.1991315236574
"Americas","Caribbean","Jamaica","Count","2004",1471
"Americas","Caribbean","Puerto Rico","Rate","2004",21.0158652643081
"Americas","Caribbean","Puerto Rico","Count","2004",797
"Americas","Caribbean","Saint Kitts and Nevis","Rate","2004",22.6603217765692
"Americas","Caribbean","Saint Kitts and Nevis","Count","2004",11
"Americas","Caribbean","Saint Lucia","Rate","2004",22.0007211347483
"Americas","Caribbean","Saint Lucia","Count","2004",36
"Americas","Caribbean","Saint Vincent and the Grenadines","Rate","2004",24.8696645358584
"Americas","Caribbean","Saint Vincent and the Grenadines","Count","2004",27
"Americas","Caribbean","Trinidad and Tobago","Rate","2004",22.3
"Americas","Caribbean","Trinidad and Tobago","Count","2004",292.268706
"Americas","Central America","Belize","Rate","2004",28.7424278255808
"Americas","Central America","Belize","Count","2004",79
"Americas","Central America","Costa Rica","Rate","2004",6.6106258728092
"Americas","Central America","Costa Rica","Count","2004",280
"Americas","Central America","El Salvador","Rate","2004",64.6398150740646
"Americas","Central America","El Salvador","Count","2004",3897
"Americas","Central America","Guatemala","Rate","2004",36.3328153602922
"Americas","Central America","Guatemala","Count","2004",4507
"Americas","Central America","Honduras","Rate","2004",31.9584620075431
"Americas","Central America","Honduras","Count","2004",2155
"Americas","Central America","Mexico","Rate","2004",10.6
"Americas","Central America","Mexico","Count","2004",11148.652502
"Americas","Central America","Nicaragua","Rate","2004",12.0612127082613
"Americas","Central America","Nicaragua","Count","2004",646
"Americas","Central America","Panama","Rate","2004",9.67954118974761
"Americas","Central America","Panama","Count","2004",308
"Americas","Northern America","Bermuda","Rate","2004",3.12964556763946
"Americas","Northern America","Bermuda","Count","2004",2
"Americas","Northern America","Canada","Rate","2004",1.95344263742305
"Americas","Northern America","Canada","Count","2004",624
"Americas","Northern America","United States of America","Rate","2004",5.49133805014379
"Americas","Northern America","United States of America","Count","2004",16148
"Americas","South America","Argentina","Rate","2004",5.8918992201984
"Americas","South America","Argentina","Count","2004",2259
"Americas","South America","Bolivia (Plurinational State of)","Rate","2004",NA
"Americas","South America","Bolivia (Plurinational State of)","Count","2004",NA
"Americas","South America","Brazil","Rate","2004",31.1
"Americas","South America","Brazil","Count","2004",57184.620247
"Americas","South America","Chile","Rate","2004",5.3
"Americas","South America","Chile","Count","2004",855.007077
"Americas","South America","Colombia","Rate","2004",47.6811619915692
"Americas","South America","Colombia","Count","2004",20210
"Americas","South America","Ecuador","Rate","2004",17.9
"Americas","South America","Ecuador","Count","2004",2364.387551
"Americas","South America","Guyana","Rate","2004",17.6136111533151
"Americas","South America","Guyana","Count","2004",131
"Americas","South America","Peru","Rate","2004",3
"Americas","South America","Peru","Count","2004",817.26099
"Americas","South America","Suriname","Rate","2004",14.3947319335977
"Americas","South America","Suriname","Count","2004",71
"Americas","South America","Uruguay","Rate","2004",6.02161700287863
"Americas","South America","Uruguay","Count","2004",200
"Americas","South America","Venezuela (Bolivarian Republic of)","Rate","2004",37.0954283424645
"Americas","South America","Venezuela (Bolivarian Republic of)","Count","2004",9719
"Asia","Central Asia","Kazakhstan","Rate","2004",13.8904647506373
"Asia","Central Asia","Kazakhstan","Count","2004",2091
"Asia","Central Asia","Kyrgyzstan","Rate","2004",8.34933123650208
"Asia","Central Asia","Kyrgyzstan","Count","2004",419
"Asia","Central Asia","Tajikistan","Rate","2004",2.22183279300029
"Asia","Central Asia","Tajikistan","Count","2004",142
"Asia","Central Asia","Turkmenistan","Rate","2004",5.13118480760506
"Asia","Central Asia","Turkmenistan","Count","2004",241
"Asia","Central Asia","Uzbekistan","Rate","2004",3.74199846368013
"Asia","Central Asia","Uzbekistan","Count","2004",962
"Asia","Eastern Asia","China","Rate","2004",1.9000391721321
"Asia","Eastern Asia","China","Count","2004",24711
"Asia","Eastern Asia","Taiwan Province of China","Rate","2004",4.01073254399179
"Asia","Eastern Asia","Taiwan Province of China","Count","2004",910
"Asia","Eastern Asia","Japan","Rate","2004",0.556989045095649
"Asia","Eastern Asia","Japan","Count","2004",703.4739
"Asia","Eastern Asia","Republic of Korea","Rate","2004",2.31472094832494
"Asia","Eastern Asia","Republic of Korea","Count","2004",1084
"Asia","South-Eastern Asia","Cambodia","Rate","2004",3.87298401139734
"Asia","South-Eastern Asia","Cambodia","Count","2004",511
"Asia","South-Eastern Asia","Myanmar","Rate","2004",1.61275450481621
"Asia","South-Eastern Asia","Myanmar","Count","2004",743
"Asia","South-Eastern Asia","Philippines","Rate","2004",7.5580766829784
"Asia","South-Eastern Asia","Philippines","Count","2004",6344
"Asia","South-Eastern Asia","Singapore","Rate","2004",0.456713422903649
"Asia","South-Eastern Asia","Singapore","Count","2004",19
"Asia","South-Eastern Asia","Thailand","Rate","2004",6.468324593274
"Asia","South-Eastern Asia","Thailand","Count","2004",4273
"Asia","Southern Asia","Bhutan","Rate","2004",2.33499377334994
"Asia","Southern Asia","Bhutan","Count","2004",15
"Asia","Southern Asia","India","Rate","2004",3.61837210206721
"Asia","Southern Asia","India","Count","2004",40634
"Asia","Southern Asia","Nepal","Rate","2004",3.50327262179346
"Asia","Southern Asia","Nepal","Count","2004",936
"Asia","Southern Asia","Pakistan","Rate","2004",6.23572172746289
"Asia","Southern Asia","Pakistan","Count","2004",9719
"Asia","Western Asia","Armenia","Rate","2004",2.44889003242983
"Asia","Western Asia","Armenia","Count","2004",75
"Asia","Western Asia","Georgia","Rate","2004",6.2173547390293
"Asia","Western Asia","Georgia","Count","2004",281
"Asia","Western Asia","Israel","Rate","2004",2.67336873512263
"Asia","Western Asia","Israel","Count","2004",173
"Asia","Western Asia","Qatar","Rate","2004",0.838989521020883
"Asia","Western Asia","Qatar","Count","2004",6
"Asia","Western Asia","Saudi Arabia","Rate","2004",1.29664435763485
"Asia","Western Asia","Saudi Arabia","Count","2004",301
"Asia","Western Asia","Syrian Arab Republic","Rate","2004",2.36603611804121
"Asia","Western Asia","Syrian Arab Republic","Count","2004",426
"Europe","Eastern Europe","Belarus","Rate","2004",8.25558062055629
"Europe","Eastern Europe","Belarus","Count","2004",815
"Europe","Eastern Europe","Bulgaria","Rate","2004",3.08119725054499
"Europe","Eastern Europe","Bulgaria","Count","2004",240
"Europe","Eastern Europe","Czech Republic","Rate","2004",1.15
"Europe","Eastern Europe","Czech Republic","Count","2004",117.3191475
"Europe","Eastern Europe","Hungary","Rate","2004",2.06717978223003
"Europe","Eastern Europe","Hungary","Count","2004",209
"Europe","Eastern Europe","Poland","Rate","2004",1.65814742130309
"Europe","Eastern Europe","Poland","Count","2004",633
"Europe","Eastern Europe","Republic of Moldova","Rate","2004",7.91555487517196
"Europe","Eastern Europe","Republic of Moldova","Count","2004",303
"Europe","Eastern Europe","Romania","Rate","2004",2.91
"Europe","Eastern Europe","Romania","Count","2004",635.6971824
"Europe","Eastern Europe","Russian Federation","Rate","2004",27.3
"Europe","Eastern Europe","Russian Federation","Count","2004",39395.806086
"Europe","Eastern Europe","Slovakia","Rate","2004",2.25452517389873
"Europe","Eastern Europe","Slovakia","Count","2004",122
"Europe","Eastern Europe","Ukraine","Rate","2004",9.08720736537617
"Europe","Eastern Europe","Ukraine","Count","2004",4296
"Europe","Northern Europe","Denmark","Rate","2004",0.796255008999533
"Europe","Northern Europe","Denmark","Count","2004",43
"Europe","Northern Europe","Estonia","Rate","2004",6.74849401052617
"Europe","Northern Europe","Estonia","Count","2004",91
"Europe","Northern Europe","Finland","Rate","2004",2.83195756962167
"Europe","Northern Europe","Finland","Count","2004",148
"Europe","Northern Europe","Greenland","Rate","2004",21.0374993425781
"Europe","Northern Europe","Greenland","Count","2004",12
"Europe","Northern Europe","Ireland","Rate","2004",0.734272614862265
"Europe","Northern Europe","Ireland","Count","2004",30
"Europe","Northern Europe","Latvia","Rate","2004",9.24
"Europe","Northern Europe","Latvia","Count","2004",214.2967596
"Europe","Northern Europe","Lithuania","Rate","2004",8.42
"Europe","Northern Europe","Lithuania","Count","2004",288.979452
"Europe","Northern Europe","Norway","Rate","2004",0.784818813676601
"Europe","Northern Europe","Norway","Count","2004",36
"Europe","Northern Europe","Sweden","Rate","2004",1.16
"Europe","Northern Europe","Sweden","Count","2004",104.144394
"Europe","Northern Europe","United Kingdom (England and Wales)","Rate","2004",1.47022788532222
"Europe","Northern Europe","United Kingdom (England and Wales)","Count","2004",780
"Europe","Northern Europe","United Kingdom (Northern Ireland)","Rate","2004",2.39766081871345
"Europe","Northern Europe","United Kingdom (Northern Ireland)","Count","2004",41
"Europe","Northern Europe","United Kingdom (Scotland)","Rate","2004",2.69791256400158
"Europe","Northern Europe","United Kingdom (Scotland)","Count","2004",137
"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Rate","2004",1.59955151113538
"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Count","2004",958
"Europe","Southern Europe","Albania","Rate","2004",3.80816938737435
"Europe","Southern Europe","Albania","Count","2004",119
"Europe","Southern Europe","Croatia","Rate","2004",1.86536890928958
"Europe","Southern Europe","Croatia","Count","2004",83
"Europe","Southern Europe","Greece","Rate","2004",0.84
"Europe","Southern Europe","Greece","Count","2004",93.6369924
"Europe","Southern Europe","Italy","Rate","2004",1.22546112780664
"Europe","Southern Europe","Italy","Count","2004",714
"Europe","Southern Europe","Portugal","Rate","2004",1.37061233914698
"Europe","Southern Europe","Portugal","Count","2004",144
"Europe","Southern Europe","Serbia","Rate","2004",1.59
"Europe","Southern Europe","Serbia","Count","2004",157.3370031
"Europe","Southern Europe","Slovenia","Rate","2004",1.40143015947775
"Europe","Southern Europe","Slovenia","Count","2004",28
"Europe","Southern Europe","Spain","Rate","2004",1.36
"Europe","Southern Europe","Spain","Count","2004",581.1564512
"Europe","Southern Europe","The former Yugoslav Republic of Macedonia","Rate","2004",2.75449708539777
"Europe","Southern Europe","The former Yugoslav Republic of Macedonia","Count","2004",56
"Europe","Western Europe","Austria","Rate","2004",0.720782090104358
"Europe","Western Europe","Austria","Count","2004",59
"Europe","Western Europe","Belgium","Rate","2004",2.55865771078536
"Europe","Western Europe","Belgium","Count","2004",265
"Europe","Western Europe","France","Rate","2004",0.71
"Europe","Western Europe","France","Count","2004",430.2365061
"Europe","Western Europe","Germany","Rate","2004",1.05181085779744
"Europe","Western Europe","Germany","Count","2004",868
"Europe","Western Europe","Netherlands","Rate","2004",1.18
"Europe","Western Europe","Netherlands","Count","2004",191.4560738
"Europe","Western Europe","Switzerland","Rate","2004",1.07319006834591
"Europe","Western Europe","Switzerland","Count","2004",79
"Oceania","Australia and New Zealand","Australia","Rate","2004",1.31318313502776
"Oceania","Australia and New Zealand","Australia","Count","2004",264
"Oceania","Australia and New Zealand","New Zealand","Rate","2004",1.1031764126174
"Oceania","Australia and New Zealand","New Zealand","Count","2004",45
"Africa","Eastern Africa","Mauritius","Rate","2005",2.94412059117942
"Africa","Eastern Africa","Mauritius","Count","2005",37
"Africa","Northern Africa","Egypt","Rate","2005",0.703473562432571
"Africa","Northern Africa","Egypt","Count","2005",522
"Africa","Northern Africa","Morocco","Rate","2005",1.54314523862537
"Africa","Northern Africa","Morocco","Count","2005",469
"Africa","Southern Africa","South Africa","Rate","2005",38.7673562539887
"Africa","Southern Africa","South Africa","Count","2005",18528
"Africa","Western Africa","Nigeria","Rate","2005",1.48330028448755
"Africa","Western Africa","Nigeria","Count","2005",2074
"Americas","Caribbean","Bahamas","Rate","2005",16.9
"Americas","Caribbean","Bahamas","Count","2005",53.971502
"Americas","Caribbean","Barbados","Rate","2005",9.24204167791115
"Americas","Caribbean","Barbados","Count","2005",25
"Americas","Caribbean","Cuba","Rate","2005",6.20019740570876
"Americas","Caribbean","Cuba","Count","2005",697.785220516185
"Americas","Caribbean","Dominica","Rate","2005",11.6068190061661
"Americas","Caribbean","Dominica","Count","2005",8
"Americas","Caribbean","Dominican Republic","Rate","2005",25.8412241357033
"Americas","Caribbean","Dominican Republic","Count","2005",2394
"Americas","Caribbean","Grenada","Rate","2005",10.7072634181478
"Americas","Caribbean","Grenada","Count","2005",11
"Americas","Caribbean","Jamaica","Rate","2005",62.4241838895636
"Americas","Caribbean","Jamaica","Count","2005",1674
"Americas","Caribbean","Puerto Rico","Rate","2005",20.386114596934
"Americas","Caribbean","Puerto Rico","Count","2005",771
"Americas","Caribbean","Saint Kitts and Nevis","Rate","2005",16.2690907611901
"Americas","Caribbean","Saint Kitts and Nevis","Count","2005",8
"Americas","Caribbean","Saint Lucia","Rate","2005",20.5717743155347
"Americas","Caribbean","Saint Lucia","Count","2005",34
"Americas","Caribbean","Saint Vincent and the Grenadines","Rate","2005",22.0679508988093
"Americas","Caribbean","Saint Vincent and the Grenadines","Count","2005",24
"Americas","Caribbean","Trinidad and Tobago","Rate","2005",30.2
"Americas","Caribbean","Trinidad and Tobago","Count","2005",397.246572
"Americas","Central America","Belize","Rate","2005",28.8310606626873
"Americas","Central America","Belize","Count","2005",81
"Americas","Central America","Costa Rica","Rate","2005",7.77368054535502
"Americas","Central America","Costa Rica","Count","2005",335
"Americas","Central America","El Salvador","Rate","2005",62.440986408921
"Americas","Central America","El Salvador","Count","2005",3778
"Americas","Central America","Guatemala","Rate","2005",41.9748003366162
"Americas","Central America","Guatemala","Count","2005",5338
"Americas","Central America","Honduras","Rate","2005",35.1346797896222
"Americas","Central America","Honduras","Count","2005",2417
"Americas","Central America","Mexico","Rate","2005",10.5
"Americas","Central America","Mexico","Count","2005",11180.794485
"Americas","Central America","Nicaragua","Rate","2005",13.4394329554806
"Americas","Central America","Nicaragua","Count","2005",729
"Americas","Central America","Panama","Rate","2005",11.2403927837914
"Americas","Central America","Panama","Count","2005",364
"Americas","Northern America","Bermuda","Rate","2005",4.67799781693435
"Americas","Northern America","Bermuda","Count","2005",3
"Americas","Northern America","Canada","Rate","2005",2.05368620721731
"Americas","Northern America","Canada","Count","2005",663
"Americas","Northern America","United States of America","Rate","2005",5.6397760616747
"Americas","Northern America","United States of America","Count","2005",16740
"Americas","South America","Argentina","Rate","2005",5.46777613316493
"Americas","South America","Argentina","Count","2005",2115
"Americas","South America","Bolivia (Plurinational State of)","Rate","2005",6.51604329670245
"Americas","South America","Bolivia (Plurinational State of)","Count","2005",596
"Americas","South America","Brazil","Rate","2005",29.2
"Americas","South America","Brazil","Count","2005",54308.193488
"Americas","South America","Chile","Rate","2005",5.8
"Americas","South America","Chile","Count","2005",945.500108
"Americas","South America","Colombia","Rate","2005",42.0789154267006
"Americas","South America","Colombia","Count","2005",18111
"Americas","South America","Ecuador","Rate","2005",18.4
"Americas","South America","Ecuador","Count","2005",2470.457968
"Americas","South America","Guyana","Rate","2005",19.0288582015049
"Americas","South America","Guyana","Count","2005",142
"Americas","South America","Peru","Rate","2005",2.9
"Americas","South America","Peru","Count","2005",799.204301
"Americas","South America","Suriname","Rate","2005",13.8195131525714
"Americas","South America","Suriname","Count","2005",69
"Americas","South America","Uruguay","Rate","2005",5.65834037866938
"Americas","South America","Uruguay","Count","2005",188
"Americas","South America","Venezuela (Bolivarian Republic of)","Rate","2005",37.3685658954006
"Americas","South America","Venezuela (Bolivarian Republic of)","Count","2005",9964
"Asia","Central Asia","Kazakhstan","Rate","2005",12.1804887421108
"Asia","Central Asia","Kazakhstan","Count","2005",1848
"Asia","Central Asia","Kyrgyzstan","Rate","2005",9.73746331346243
"Asia","Central Asia","Kyrgyzstan","Count","2005",491
"Asia","Central Asia","Tajikistan","Rate","2005",2.43288642604335
"Asia","Central Asia","Tajikistan","Count","2005",157
"Asia","Central Asia","Turkmenistan","Rate","2005",4.90749581019912
"Asia","Central Asia","Turkmenistan","Count","2005",233
"Asia","Central Asia","Uzbekistan","Rate","2005",3.50709323094779
"Asia","Central Asia","Uzbekistan","Count","2005",910
"Asia","Eastern Asia","China","Rate","2005",1.58841414971285
"Asia","Eastern Asia","China","Count","2005",20770
"Asia","Eastern Asia","Taiwan Province of China","Rate","2005",3.96567769633036
"Asia","Eastern Asia","Taiwan Province of China","Count","2005",903
"Asia","Eastern Asia","Japan","Rate","2005",0.504178223746414
"Asia","Eastern Asia","Japan","Count","2005",637.2457
"Asia","Eastern Asia","Republic of Korea","Rate","2005",2.25532939011344
"Asia","Eastern Asia","Republic of Korea","Count","2005",1061
"Asia","South-Eastern Asia","Cambodia","Rate","2005",3.35390243767319
"Asia","South-Eastern Asia","Cambodia","Count","2005",448
"Asia","South-Eastern Asia","Myanmar","Rate","2005",1.45937617022647
"Asia","South-Eastern Asia","Myanmar","Count","2005",676
"Asia","South-Eastern Asia","Philippines","Rate","2005",7.52106221806318
"Asia","South-Eastern Asia","Philippines","Count","2005",6434
"Asia","South-Eastern Asia","Singapore","Rate","2005",0.492264531707579
"Asia","South-Eastern Asia","Singapore","Count","2005",21
"Asia","South-Eastern Asia","Thailand","Rate","2005",7.20556118195372
"Asia","South-Eastern Asia","Thailand","Count","2005",4806
"Asia","Southern Asia","Bhutan","Rate","2005",1.66845393474525
"Asia","Southern Asia","Bhutan","Count","2005",11
"Asia","Southern Asia","India","Rate","2005",3.46530830393874
