"year","quarter","dpi_pc","pop1000s","presvote","wtq16","kia_permil","cumkia_permil","qcount","tenure_yrs","real_family_income_top5pct","rep_inc","preselectq","cpi_u_8284","qdates","tforchange","Bartels2008","Fair1992","Abramowitz2001","DPER1984","kia_afghan","pct_approve_june","pct_disapprove_june","electyr","G","P","Z","q2gdpchg","POP2PVOT","jobhousu","julypop","GNPxELEC","elecpres","closeinc","Fatalities"
"190",1996,2,21275,269251,NA,0.333333343267441,0,0,198,NA,174907.519446845,0,0,156.399993896484,145,NA,NA,NA,NA,1,0,55,39.5,1,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,0
"191",1996,3,21485,270128,NA,0.333333343267441,0,0,199,NA,174907.519446845,0,0,157.300003051758,146,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"192",1996,4,21683,270991,54.7363624572754,0.333333343267441,0,0,200,4,174907.519446845,0,1,158.66667175293,147,0,4,0,0,1,0,NA,NA,1,3.25799989700317,2.02699995040894,4,NA,54.74,9.12524460167312,57,1.85,1,1,0
"193",1997,1,21932,271709,NA,0.333333343267441,0,0,201,NA,183353.197969543,0,0,159.633331298828,148,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"194",1997,2,22092,272487,NA,0.333333343267441,0,0,202,NA,183353.197969543,0,0,160,149,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"195",1997,3,22335,273391,NA,0.333333343267441,0,0,203,NA,183353.197969543,0,0,160.800003051758,150,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"196",1997,4,22656,274246,NA,0.333333343267441,0,0,204,NA,183353.197969543,0,0,161.66667175293,151,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"197",1998,1,23123,274950,NA,0.333333343267441,0,0,205,NA,191539.106382979,0,0,162,152,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"198",1998,2,23443,275703,NA,0.333333343267441,0,0,206,NA,191539.106382979,0,0,162.533340454102,153,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"199",1998,3,23695,276564,NA,0.333333343267441,0,0,207,NA,191539.106382979,0,0,163.366668701172,154,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"200",1998,4,23870,277400,NA,0.333333343267441,0,0,208,NA,191539.106382979,0,0,164.133331298828,155,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"201",1999,1,24046,278103,NA,0.333333343267441,0,0,209,NA,200315.995096036,0,0,164.733337402344,156,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"202",1999,2,24173,278864,NA,0.333333343267441,0,0,210,NA,200315.995096036,0,0,165.966659545898,157,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"203",1999,3,24379,279751,NA,0.333333343267441,0,0,211,NA,200315.995096036,0,0,167.199996948242,158,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"204",1999,4,24823,280592,NA,0.333333343267441,0,0,212,NA,200315.995096036,0,0,168.433334350586,159,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"205",2000,1,25506,281304,NA,0.333333343267441,0,0,213,NA,200197.485172005,0,0,170.100006103516,160,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"206",2000,2,25817,282002,NA,0.333333343267441,0,0,214,NA,200197.485172005,0,0,171.433334350586,161,NA,NA,NA,NA,0,0,57.5,38,1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0
"207",2000,3,26172,282769,NA,0.333333343267441,0,0,215,NA,200197.485172005,0,0,173,162,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"208",2000,4,26287,283518,50.2616233825684,0.333333343267441,0,0,216,8,200197.485172005,0,1,174.233337402344,163,1,8,1,1,0,0,NA,NA,1,2.01399993896484,1.64100003242493,7,NA,50.01,9.12378149132802,59,1.26,0.5,-1,0
"209",2001,1,26609,284169,NA,0.333333343267441,0,0,217,NA,199575.710769231,1,0,175.899993896484,164,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"210",2001,2,26600,284838,NA,0.333333343267441,0,0,218,NA,199575.710769231,1,0,177.133331298828,165,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"211",2001,3,27211,285584,NA,0.333333343267441,0,0,219,NA,199575.710769231,1,0,177.633331298828,166,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"212",2001,4,26840,286311,NA,0.333333343267441,0,0,220,NA,199575.710769231,1,0,177.5,167,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"213",2002,1,27567,286935,NA,0.333333343267441,0,0,221,NA,196665.14988645,1,0,178.066665649414,168,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"214",2002,2,27873,287574,NA,0.333333343267441,0,0,222,NA,196665.14988645,1,0,179.466659545898,169,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"215",2002,3,27847,288303,NA,0.333333343267441,0,0,223,NA,196665.14988645,1,0,180.433334350586,170,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"216",2002,4,27976,289007,NA,0.333333343267441,0,0,224,NA,196665.14988645,1,0,181.5,171,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"217",2003,1,28221,289609,NA,0.333333343267441,0.224197462201118,0,225,NA,199111.175120326,1,0,183.366668701172,172,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"218",2003,2,28606,290253,NA,0.333333343267441,0.478347063064575,0,226,NA,199111.175120326,1,0,183.066665649414,173,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"219",2003,3,29121,290974,NA,0.333333343267441,0.384455621242523,0,227,NA,199111.175120326,1,0,184.433334350586,174,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"220",2003,4,29353,291669,NA,0.333333343267441,0.56501042842865,0,228,NA,199111.175120326,1,0,185.133331298828,175,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"221",2004,1,29669,292237,NA,0.333333343267441,0.403274029493332,0,229,NA,197927.065609229,1,0,186.699996948242,176,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"222",2004,2,30118,292875,NA,0.333333343267441,0.890007376670837,0,230,NA,197927.065609229,1,0,188.16667175293,177,NA,NA,NA,NA,1,0,48.5,49,1,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,0
"223",2004,3,30430,293603,NA,0.333333343267441,0.697300255298615,0,231,NA,197927.065609229,1,0,189.366668701172,178,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"224",2004,4,31026,294334,51.2330017089844,0.333333343267441,0.93647575378418,4.57906818389893,232,4,197927.065609229,1,1,191.399993896484,179,0,4,0,0,1,0,NA,NA,1,1.9889999628067,2.24499988555908,1,NA,51.24,2.7,47,2.47,1,1,3.8606276512146
"225",2005,1,30765,294957,NA,0.333333343267441,0.673795104026794,0,233,NA,203484.129752354,1,0,192.366668701172,180,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"226",2005,2,31105,295588,NA,0.333333343267441,0.702776312828064,0,234,NA,203484.129752354,1,0,193.66667175293,181,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"227",2005,3,31563,296340,NA,0.333333343267441,0.643706679344177,0,235,NA,203484.129752354,1,0,196.600006103516,182,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"228",2005,4,31934,297086,NA,0.333333343267441,0.830358147621155,0,236,NA,203484.129752354,1,0,198.433334350586,183,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"229",2006,1,32597,297736,NA,0.333333343267441,0.486412316560745,0,237,NA,204029.625126646,1,0,199.466659545898,184,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"230",2006,2,33055,298408,NA,0.333333343267441,0.672749280929565,0,238,NA,204029.625126646,1,0,201.266662597656,185,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"231",2006,3,33366,299180,NA,0.333333343267441,0.594188988208771,0,239,NA,204029.625126646,1,0,203.16667175293,186,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"232",2006,4,33710,299946,NA,0.333333343267441,0.965537011623383,0,240,NA,204029.625126646,1,0,202.33332824707,187,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"233",2007,1,34116,300609,NA,0.333333343267441,0.817264914512634,0,241,NA,204793.757635468,1,0,204.317001342773,188,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"234",2007,2,34381,301284,NA,0.333333343267441,1.09392142295837,0,242,NA,204793.757635468,1,0,206.630996704102,189,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"235",2007,3,34618,302062,NA,0.333333343267441,0.724081814289093,0,243,NA,204793.757635468,1,0,207.938995361328,190,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"236",2007,4,35081,302829,NA,0.333333343267441,0.316595554351807,0,244,NA,204793.757635468,1,0,210.489669799805,191,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"237",2008,1,35848,303494,NA,0.333333343267441,0.355417490005493,0,245,NA,2e+05,1,0,212.754333496094,192,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"238",2008,2,36888,304160,NA,0.333333343267441,0.328808933496475,0,246,NA,2e+05,1,0,215.54899597168,193,NA,NA,NA,NA,0,0,28.6666660308838,66.6666641235352,1,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,0
"239",2008,3,36343,304902,NA,0.333333343267441,0.20008397102356,0,247,NA,2e+05,1,0,218.903671264648,194,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"240",2008,4,35722,305616,46.3111572265625,0.333333343267441,0.147241666913033,14.132007598877,248,8,2e+05,1,1,213.813659667969,195,1,8,1,1,0,0,NA,NA,1,-2.25999999046326,3.05200004577637,1,NA,46.3,5.75,31,0.41,0.5,0,13.9847660064697
"241",2009,1,35031,306237,NA,0.333333343267441,NA,0,249,NA,NA,0,0,212.448669433594,196,NA,NA,NA,NA,0,43,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"242",2009,2,35058,306866,NA,0.333333343267441,NA,NA,250,NA,NA,0,0,213.475326538086,197,NA,NA,NA,NA,0,43,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2009,3,34689,307573,NA,0.333333343267441,NA,NA,251,NA,NA,0,0,215.362670898438,198,NA,NA,NA,NA,0,136,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",2009,4,34820,308285,NA,0.333333343267441,NA,NA,252,NA,NA,0,0,216.973007202148,199,NA,NA,NA,NA,0,95,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2010,1,35393,308899,NA,0.333333343267441,NA,NA,253,NA,NA,0,0,217.435333251953,200,NA,NA,NA,NA,0,87,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2010,2,35926,309457,NA,0.333333343267441,NA,NA,254,NA,NA,0,0,217.253662109375,201,NA,NA,NA,NA,0,114,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2010,3,36074,310070,NA,0.333333343267441,NA,NA,255,NA,NA,0,0,218.024993896484,202,NA,NA,NA,NA,0,162,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2010,4,36284,310670,NA,0.333333343267441,NA,NA,256,NA,NA,0,0,219.625,203,NA,NA,NA,NA,0,136,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2011,1,36904,311184,NA,0.333333343267441,NA,NA,257,NA,NA,0,0,222.078994750977,204,NA,NA,NA,NA,0,76,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2011,2,37028,311717,NA,0.333333343267441,NA,NA,258,NA,NA,0,0,224.500335693359,205,NA,NA,NA,NA,0,128,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2011,3,37052,312330,NA,0.333333343267441,NA,NA,259,NA,NA,0,0,226.216995239258,206,NA,NA,NA,NA,0,150,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2011,4,37064,312929,NA,0.333333343267441,NA,NA,260,NA,NA,0,0,226.950332641602,207,NA,NA,NA,NA,0,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2012,1,37545,313443,NA,0.333333343267441,NA,NA,261,NA,NA,0,0,228.345336914062,208,NA,NA,NA,NA,1,60,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2012,2,37849,313976,NA,0.333333343267441,NA,NA,262,NA,NA,0,0,228.774002075195,209,NA,NA,NA,NA,1,104,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2012,3,NA,NA,NA,0.333333343267441,NA,NA,263,NA,NA,0,0,NA,210,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2012,4,NA,NA,NA,0.333333343267441,NA,NA,264,NA,NA,0,1,NA,211,0,4,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
