"YEAR","AZ.Phoenix","CA.Los.Angeles","CA.San.Diego","CA.San.Francisco","CO.Denver","DC.Washington","FL.Miami","FL.Tampa","GA.Atlanta","IL.Chicago","MA.Boston","MI.Detroit","MN.Minneapolis","NC.Charlotte","NV.Las.Vegas","NY.New.York","OH.Cleveland","OR.Portland","TX.Dallas","WA.Seattle","Composite.10","Composite.20"
"Apr-01",108.08,114.64,123.36,133.86,118.52,118.63,113.53,113.46,108.34,111.29,122.74,108.39,117.27,103.87,107.95,116.36,104.79,105.42,109.9,109.03,118.5,115.84
"May-01",108.7,115.26,124.28,132.66,119.25,119.26,114.78,113.76,108.64,112.09,123.18,108.86,118.28,104.22,108.74,116.98,105.25,105.96,110.06,109.24,118.95,116.3
"Jun-01",109.02,115.74,124.52,130.83,119.97,120.25,115.91,115.2,109.3,113.22,124.44,109.14,119.68,104.32,109.51,118.07,105.68,106.59,110.48,109.74,119.5,116.9
"Jul-01",109.51,116.38,125.29,129.28,120.39,121.08,117.13,116.16,109.67,114.21,125.6,109.66,121.26,104.84,110.3,119.23,106.48,107.35,110.42,109.99,120.1,117.5
"Aug-01",109.86,117.36,125.87,128.33,120.96,122.09,118.29,117.85,110.18,115.25,126.94,110.41,122.12,104.63,110.97,120.59,106.98,108.02,110.63,110.55,120.95,118.25
"Sep-01",110.28,118.34,126.98,128.18,121.51,123.1,119.52,118.13,110.66,116.09,128.15,110.85,123.2,104.73,111.7,121.98,107.27,108.34,110.52,111.21,121.95,119.03
"Oct-01",110.75,119.32,128.15,128.21,121.7,124.13,121.09,118.88,111.04,116.52,129.13,111.11,124.1,104.53,112.08,123.1,107.01,108.54,111.2,111.6,122.81,119.69
"Nov-01",111.1,120.3,129.34,127.68,121.64,125.05,122.7,119.55,111.17,116.8,130.18,110.93,125.28,104.5,112.97,124.41,106.77,108.44,111.45,112.04,123.62,120.27
"Dec-01",111.65,121.29,129.99,126.84,121.62,126.18,123.76,119.89,111.29,117.09,130.51,111.25,125.97,104.61,113.52,124.58,106.37,108.41,111.99,112.07,124.02,120.67
"Jan-02",112.16,122.7,130.32,126.84,122.1,127.25,124.5,120.4,111.66,117.5,131.35,111.47,126.42,104.78,114.45,125.38,106.87,108.93,112.54,112.84,124.83,121.36
"Feb-02",112.79,123.99,131.73,127.61,122.39,128.82,125.43,120.7,112.29,118.12,131.77,112.14,126.98,105.26,115,126.1,107.42,109.53,112.75,113.26,125.76,122.19
"Mar-02",113.21,125.46,133.19,129.56,123.1,130.14,126.65,122.95,112.78,118.73,132.97,112.33,128.13,105.61,115.41,127.31,107.97,111.12,113.24,113.57,127.03,123.32
"Apr-02",113.68,126.85,135.65,132.11,123.33,131.63,128.09,123.71,112.75,119.64,134.53,112.31,129,106.16,115.4,128.69,108.36,111.06,113.37,113.52,128.54,124.51
"May-02",114.19,128.69,138.13,134.75,124.01,133.29,129.8,124.94,112.93,120.34,136.68,112.83,130.22,106.14,115.87,130.48,108.59,111.53,113.47,113.73,130.34,125.92
"Jun-02",114.68,130.78,140.54,137.57,124.25,134.84,131.57,125.6,113.25,121.05,138.77,113.38,131.2,106.21,116.34,132.49,109.15,111.3,113.19,114.05,132.22,127.39
"Jul-02",115,132.86,142.88,139.38,124.68,137,133.48,126.85,113.66,121.86,140.54,114.03,132.29,106.15,116.83,134.86,109.46,112.28,113.18,114.46,134.1,128.88
"Aug-02",115.29,135.09,145.71,141.11,124.61,138.96,134.91,127.76,114.02,122.63,142.31,114.55,133.28,106.73,117.27,137.01,109.49,112.02,113.56,114.76,135.96,130.31
"Sep-02",115.54,137.24,148.05,141.85,124.67,140.8,136.58,128.57,114.16,123.48,144.2,114.8,133.9,107.06,117.81,138.83,109.41,112.21,113.74,115.05,137.61,131.53
"Oct-02",115.82,139.72,150.59,142.82,125,142.45,138.26,129.2,114.58,124.34,145.85,114.88,135.26,107.31,119.16,140.8,109.58,112.34,113.86,115.44,139.37,132.85
"Nov-02",116.24,141.82,153.03,143.63,125.55,143.87,139.83,130.26,114.92,125.31,147.41,115.53,136.13,107.33,120.6,142.84,109.77,113.01,113.86,115.91,141.01,134.1
"Dec-02",116.7,143.98,155.19,143.82,125.71,145.59,141.7,131.83,115.25,126.36,147.86,115.61,137.91,107.71,122,144.92,110.23,113.81,114.19,116.63,142.56,135.4
"Jan-03",117.71,145.75,157.29,143.73,125.62,146.68,143.77,133.27,115.65,127.22,148.52,115.71,138.86,108.38,122.92,146.64,110.89,114.62,114.71,116.84,143.86,136.47
"Feb-03",118.61,147.3,158.5,143.85,125.6,147.93,145.87,134.66,115.97,128.21,149.7,115.33,140.04,108.75,123.74,147.94,111.7,115.4,114.82,117.48,145.04,137.45
"Mar-03",119.56,148.88,159.7,143.95,126.11,148.71,147.39,135.51,116.76,129.49,150.97,116.15,140.57,108.43,124.34,149.19,112.05,115.97,113.96,117.98,146.13,138.38
"Apr-03",119.9,150.48,161.1,144.3,125.92,149.94,148.69,136.63,116.57,129.79,151.64,117.11,141.53,107.99,125.29,150.33,112.6,116.4,113.58,118.47,147.15,139.25
"May-03",120.28,152.29,162.58,144.37,125.78,151.37,149.8,138.11,116.85,130.53,151.88,118.12,142.25,107.71,125.97,151.48,112.98,116.93,113.63,118.89,148.19,140.15
"Jun-03",120.67,154.08,164.2,144.84,125.08,153,150.72,138.67,116.82,131.03,152.38,117.84,142.59,108.04,126.95,152.24,113.36,117.67,114.16,119.36,149.13,140.92
"Jul-03",121.29,157.03,166.37,146.18,125.17,154.71,152.78,139.35,117.04,131.7,152.9,117.8,143.8,108.15,128.36,153.29,113.79,118.32,114.35,119.97,150.65,142.12
"Aug-03",122.1,160.11,169.43,147.8,125.6,156.8,155.05,139.71,117.32,132.19,153.57,117.84,144.78,108.67,130.43,154.53,114.42,118.88,114.36,121.02,152.45,143.55
"Sep-03",123.04,163.59,173.16,149.64,125.83,159.26,157.05,141.86,117.72,133.28,154.61,118.13,145.89,108.61,132.7,156.36,115.09,119.46,114.39,121.71,154.66,145.26
"Oct-03",123.91,167.06,177.16,151.55,126.3,161.69,159.08,143.29,118,134.44,155.89,118.81,146.96,109.96,135.7,157.98,115.73,120.34,114.5,122.84,156.82,146.99
"Nov-03",124.97,170.73,181.09,153.72,126.79,164.16,160.75,144.88,118.45,135.65,157.68,119.13,148.03,110.6,138.79,160.02,116.16,121.41,114.63,123.52,159.17,148.82
"Dec-03",126.23,174.78,185.04,155.98,127.26,166.52,162.6,145.23,118.69,137.04,159.3,119.45,148.75,111.19,143.06,161.9,116.36,122.39,114.42,124.83,161.64,150.76
"Jan-04",127.29,178.77,188.63,157.83,128.08,169.53,164.82,148,119.3,138.02,160.56,119.78,150,110.49,147.24,163.65,116.45,123.14,114.93,125.58,164,152.62
"Feb-04",128.4,182.91,192.67,159.95,128.64,171.76,167.04,149.51,119.58,138.76,161.99,119.99,151.26,110.7,151.62,165.46,116.85,123.93,115.36,126.58,166.41,154.53
"Mar-04",129.64,188.79,199.06,162.21,129.25,174.67,170.31,152.67,120.2,139.62,163.26,120.89,152.79,111.29,159.84,167.44,117.1,124.13,114.49,127.49,169.46,156.92
"Apr-04",130.94,194.5,204.93,164.53,129.29,177.86,173.09,153.24,120.83,140.19,165.54,121.34,154.48,112.1,167.51,169.11,118.02,125.69,114.71,128.6,172.5,159.36
"May-04",132.45,199.75,211.09,166.8,129.31,182,176.65,155.36,120.94,141.47,166.18,122.19,154.93,112.52,175.43,171.13,117.88,126.63,115.15,129.88,175.54,161.75
"Jun-04",133.93,205.31,216.73,169.84,129.85,186.73,179.84,157.84,120.9,142.32,167.52,121.83,156.23,112.62,185.02,173.34,117.92,127.52,115.51,131.1,178.84,164.31
"Jul-04",135.81,209.32,221.89,172.12,129.97,189.9,183.32,159.95,121.29,143.25,168.15,121.61,156.54,112.74,193.61,175.64,117.92,128.46,115.78,132.27,181.53,166.39
"Aug-04",137.57,211.17,225.13,174.54,130.35,193.06,186.7,162.59,121.73,143.86,169.29,121.61,157.31,112.52,199.4,177.4,118.08,129.64,115.91,133.13,183.56,168.07
"Sep-04",140.57,212.73,228.01,177.05,130.51,196.12,190.35,165.07,122.25,145.18,170.16,121.81,157.31,112.6,203.02,179.1,118.53,131.17,115.94,134.26,185.52,169.65
"Oct-04",143.8,213.87,230.27,180.04,131.27,199.56,193.54,167.97,122.67,146.16,172.03,122.13,158.17,113.05,205.27,181.13,118.63,132.73,116.22,135.24,187.45,171.3
"Nov-04",147.69,215.94,231.74,183.26,131.87,203.15,197.06,170.59,123.24,147.25,173.05,122.46,158.85,113.81,206.85,182.94,119.32,134.1,116.46,137.28,189.49,173.09
"Dec-04",152.12,218.11,234.27,187.09,132.75,206.97,200.86,173.56,123.95,148.56,174.32,122.72,159.66,114.75,208.14,184.61,119.75,135.21,117.03,139.1,191.76,175.08
"Jan-05",156.33,221.45,236.71,191.59,133.4,210.79,205.32,177.23,124.64,150.03,175.74,123.27,161.39,115.12,209.16,187.18,121.12,136.78,117.55,141.61,194.59,177.54
"Feb-05",161.66,225.2,239.03,196.01,134.38,215.14,210.02,180.82,125.45,151.81,177.94,123.95,162.67,115.64,211.65,189.81,121.9,138.29,118.27,143.02,197.77,180.24
"Mar-05",167.81,229.75,239.92,200.46,134.66,221.02,215.95,185.28,126.23,154,179.47,124.66,163.76,115.45,213.67,193.11,121.64,140.13,118.94,145.28,201.24,183.19
"Apr-05",174.66,233.45,241.3,202.32,135.09,225.77,222.32,188.46,126.97,154.61,180.5,125.47,165.13,115.48,216.19,195.09,121.89,142.12,119.03,146.78,203.85,185.52
"May-05",181.12,237.13,242.34,204.83,135.13,229.72,227.76,192.01,127.3,155.26,180.72,126.52,165.17,116.02,218,196.71,121.91,144.49,119.28,148.79,206.09,187.55
"Jun-05",188.97,240.63,243.66,207.21,134.94,233.78,233.96,196.81,127.83,156.08,180.09,125.92,165.42,116.99,219.49,198.18,121.61,147.58,119.01,150.81,208.23,189.54
"Jul-05",196.18,244.31,244.54,209.38,134.98,236.81,239.23,201.13,127.78,156.65,180.02,125.27,165.21,117.7,220.47,199.81,121.45,150.43,119.38,152.85,210.29,191.38
"Aug-05",203.02,248.32,245.51,210.72,135.23,239.03,244.94,206.4,127.94,156.59,179.71,124.69,165.32,118.52,222.03,201.71,121.43,153.43,119.56,155.13,212.37,193.37
"Sep-05",209.58,252.87,245.97,212.77,135.9,241.39,250.62,211.71,127.96,157.99,180.16,124.67,165.6,118.6,223.78,204.04,121.65,156.48,120.33,157.58,214.97,195.62
"Oct-05",213.59,257.75,247.72,214.12,136.6,243.79,255.87,217.9,128.77,159.16,179.96,125.15,166.89,119.93,225.58,206.69,121.99,159.09,120.92,159.84,217.47,197.88
"Nov-05",217.36,261.48,249.52,215.42,137.21,246.2,259.9,222.57,129.75,161.34,180.8,125.71,168.24,120.36,227.89,209.34,122.49,161.77,122.1,162.45,219.94,200.14
"Dec-05",220.1,265.37,249.81,216.36,137.9,248.42,263.88,225.99,130.7,162.56,180.44,126.36,169.3,121.54,229.8,212.07,122.83,164.21,122.82,164.79,222.17,202.16
"Jan-06",222.99,268.15,250.56,217.34,138.81,250.24,267.92,229.42,131.7,164.44,180.59,126.88,170.1,121.02,232.27,213.51,123.34,167.1,123.44,167.38,223.83,203.75
"Feb-06",225.25,271.22,251.38,218.79,139.32,251.95,271.97,232.27,132.32,165.89,179.55,127.31,171.46,122.12,234.35,215.07,123.3,169.68,123.49,169.4,225.61,205.34
"Mar-06",226.54,272.07,251.7,219.27,139.36,252.84,275.04,236.03,132.66,167.98,180.06,127.68,172.28,122.81,235.24,215.6,122.99,172.49,123.47,171.74,226.38,206.13
"Apr-06",227.83,273.1,251.33,218.86,138.82,252.3,278.1,237.97,132.91,167.57,179.36,125.93,173.85,124.17,235.76,216.26,122.37,174.07,123.22,173.11,226.93,206.67
"May-06",228.1,273,249.69,218.08,138.74,251.18,280.11,239.03,133.05,167.67,178.34,125.35,172.84,124.59,235.43,216.59,121.86,175.38,123.1,174.73,226.69,206.55
"Jun-06",227.6,272.35,247.93,216.57,138.44,249.33,279.23,238.01,133.14,167.21,176.51,123.85,171.47,125.3,233.8,216.19,121.95,176.73,123.27,176.59,225.7,205.82
"Jul-06",226.15,271.56,246.03,215.12,138.36,247.14,278.5,236.99,133.19,166.61,175.62,122.64,169.3,126.34,233.09,215.07,121.87,177.78,123.57,178.34,224.58,204.96
"Aug-06",224.55,270.7,244.14,214.32,137.8,244.49,276.07,235.47,133.12,166.17,174.95,121.62,168.38,127.05,232.42,213.42,121.22,178.92,123.72,179.83,223.37,204.14
"Sep-06",222.93,270.48,243.4,213.67,137.61,241.74,276.23,234.15,133.08,166.53,173.88,120.67,167.38,127.81,231.89,213.02,120.5,179.54,123.65,181.11,222.85,203.6
"Oct-06",221.61,271.01,242.1,213.36,137.34,241.81,277.47,232.36,133.61,166.51,173.66,120.4,167.43,128.07,231.3,213.07,120.16,179.9,123.66,182.1,222.79,203.55
"Nov-06",220.89,271.62,241.41,213.09,137.29,241.49,278.68,231.27,134.08,166.53,171.88,119.88,167.31,129.09,231.36,213.19,119.94,180.37,123.8,183.34,222.86,203.62
"Dec-06",220.52,270.22,239.25,213.05,137.61,241.37,279.54,230.04,134.63,166.77,171.27,118.67,167.59,129.77,231.59,213.27,119.72,180.37,124.47,184.64,222.52,203.43
"Jan-07",221.35,270.68,240.11,214.5,137.58,241.32,278.83,229.53,134.94,168.23,170.52,118.16,168.68,130.75,231.9,212.88,120.05,181.88,124.48,186.31,222.65,203.69
"Feb-07",220.88,270.09,238.89,214.78,137.51,241.69,279.67,230.4,135.53,169.41,171.26,117.87,169.59,131.26,231.71,213.29,120.31,183.04,125.23,187.8,222.91,204.01
"Mar-07",220.28,268.71,236.63,215.28,137.01,241.46,278.56,229.67,135.83,171.18,171.87,118.31,170.09,132.09,231.24,214.12,120.47,185.01,125.47,189.49,222.71,203.9
"Apr-07",218.26,266.48,234.67,213.63,136.57,238.6,276.07,226.76,136.07,168.59,171.7,116.58,170.04,132.97,228.72,213.23,119.29,185.44,125.69,190.01,221.45,202.92
"May-07",215.74,264.37,232.43,210.92,136.79,235.88,271.6,223.2,135.43,167.32,170.97,114.01,167.54,133.23,226.12,211.85,118.47,185.4,125.26,190.66,219.39,201.13
"Jun-07",212.78,261.55,229.94,208.06,136.82,232.51,266.2,219.57,135.03,166.11,169.74,111.58,164.89,133.66,222.36,209.72,117.17,184.66,124.99,190.51,216.85,198.9
"Jul-07",209.54,258.6,226.69,205.8,137,229.47,260.24,215.59,134.19,164.75,169.27,111.11,162.9,133.69,219.17,207.93,116.76,184.29,124.17,190.34,214.53,196.9
"Aug-07",206.41,255.04,223.61,204.59,136.81,226.55,254.05,211.15,133.66,163.35,168.05,109.8,161.25,133.89,214.97,205.72,115.79,183.55,123.99,189.71,212.12,194.97
"Sep-07",203.03,251.37,219.84,203.19,136.18,225.93,248.28,207.5,133.12,161.54,168.09,108.59,159.74,133.7,211.09,204.96,115.46,183.33,123.71,189.27,210.14,193.16
"Oct-07",197.85,247,215.38,199.63,134.69,225.43,242.9,204.67,132.6,160.34,167.32,106.63,158.4,133.49,206.28,204.04,114.61,183.21,123.42,187.85,207.66,190.97
"Nov-07",192.12,238.86,209.08,194.4,132.96,222.9,236.18,201.9,131.33,159.6,166.88,104.21,156.3,132.86,200.6,203.34,112.85,182.54,122.36,186.28,204.09,187.83
"Dec-07",186.57,232.92,203.36,189.78,131.54,219.06,230.3,199.35,130.36,159.03,165.46,102.45,154.35,132.9,195.7,201.7,112.26,182.44,121.72,185.53,200.67,184.98
"Jan-08",180.98,225.9,199.86,186.42,130.91,215.46,224.81,195.52,129.6,157.38,164.66,100.33,151.95,133.18,186.75,200.71,110.02,181,120.55,184.32,197.3,182.01
"Feb-08",175.08,217.67,193.14,178.67,130.44,211.52,219.01,190.71,128.55,155.8,163.46,98.59,149.07,133.42,178.49,199.35,109.63,179.57,120.42,183.1,193.03,178.45
"Mar-08",169.92,210.53,188.06,172.54,130.42,207.69,210.76,185.33,127.4,155.1,162.27,97.58,147.18,133.27,171.19,198.67,109.49,177.98,121.55,181.73,189.09,175.05
"Apr-08",164.1,205.2,182.24,166.93,130.23,203.82,203,181.07,125.53,153.65,161.07,96.2,144.96,132.93,167.32,196.59,111.36,176.99,121.55,180.87,186.02,172.54
"May-08",158.82,199.63,178.6,162.84,130.15,200.03,195.18,178.31,124.65,151.97,160.67,94.65,143.6,132.93,162.32,195.83,109.01,175.7,121.35,178.7,182.76,169.74
"Jun-08",153.43,195.43,174.4,158.71,130.18,196.35,190.99,175.19,123.37,150.23,160.58,93.49,142.01,131.95,159.46,194.88,108.35,173.94,120.83,176.86,180.11,167.3
"Jul-08",148.18,190.83,169.88,154.38,130.27,192.96,186.43,173.33,122.1,147.73,159.77,92.4,140.98,131.19,154.38,192.95,107.24,171.88,120.84,174.48,176.91,164.52
"Aug-08",143.07,186.88,165.75,148.25,129.56,190.58,182.12,172.34,121.25,146.69,159.58,90.49,138.36,129.99,149.83,191.42,107.71,169.38,120.51,172.75,174.23,162.23
"Sep-08",138.18,181.9,161.91,142.82,128.67,186.84,177.35,168.7,120.19,144.4,158.27,87.87,136.23,128.94,145.38,189.89,107.98,167.46,120.27,170.43,170.81,159.15
"Oct-08",133.13,178.01,157.92,137.49,127.58,182.8,172.2,163.86,118.64,142.34,157.31,84.63,132.34,127.52,141.04,187.92,107.51,164.66,119.53,168.43,167.76,156.24
"Nov-08",128.78,174.57,155.1,134.35,127.22,179.33,168.12,159.58,116.63,139.39,154.68,82.55,130.28,125.79,136.94,185.54,106.99,161.59,118.26,165.26,164.92,153.51
"Dec-08",123.06,171.17,152.78,130.36,126.39,176.08,163.89,155.44,113.83,136.28,153.84,80.21,125.04,123.35,130.92,183.24,105.49,158.33,116.48,160.74,162.05,150.52
"Jan-09",117.71,167.56,150.07,126.35,124.42,173.9,158.52,150.16,111.32,131.88,152.54,77.59,121.32,122.47,125.9,181.39,104.6,155.74,114.74,156.93,159.01,147.51
"Feb-09",113.54,165.39,149.09,123.79,123.41,171.24,154.6,147.4,109.15,129.09,151.8,75.34,119.45,121.18,121.83,179.14,100.6,153.91,114.99,155.18,156.9,145.44
"Mar-09",108.95,163.65,146.59,121.1,123.45,169.92,150.47,144.24,107.93,127.22,149.76,72.8,114.07,121.02,117.76,175.96,99.95,151.07,114.95,152.3,154.19,142.66
"Apr-09",106.4,161.73,145.85,120.46,123.84,169.74,148.14,142.75,107.21,125.51,149.02,72.17,113.72,119.81,113.55,172.66,99.8,148.84,115.48,150.63,153.03,141.73
"May-09",104.61,160.15,145.55,120.29,124.12,170.39,146.36,141.36,106.21,125.78,149.34,71.73,112.93,119.57,110.49,172.87,102.24,147.1,116.24,148.98,152.39,141.11
"Jun-09",104.91,160.73,146.57,123.73,125.27,172.1,146.31,140.8,106.31,124.98,150.88,70.08,114.02,119.11,107.88,172.37,104.87,147.5,117.92,148.25,152.97,141.51
"Jul-09",105.99,162.44,148.9,126.51,126.32,173.96,146.69,141.09,107.32,126.28,151.54,69.49,116.83,119.31,106.04,172.94,105.55,147.87,118.69,147.53,154.17,142.46
"Aug-09",107.12,164.52,150.99,129.31,126.89,175.87,147.44,141.44,108.12,127.71,152.52,69.77,119.05,118.7,105.11,172.64,104.33,148.02,118.82,147.25,155.51,143.64
"Sep-09",107.97,165.57,152.71,131.38,127.13,177.34,148.22,140.22,108.78,128.39,152.84,70.66,120.76,118.46,103.85,172.85,103.86,147.72,118.76,146.74,156.11,144.09
"Oct-09",108.99,166.76,154.2,133.75,127.37,177.87,147.95,138.76,109.1,127.44,152.92,71.49,121.14,118.57,103.45,172.53,103.79,148.23,118.83,147.36,156.77,144.67
"Nov-09",110.33,168.37,155.7,135.6,127.81,178.13,147.64,138.54,109.64,127.43,153.78,71.61,121.64,118.82,103.29,171.75,104.32,149.41,120.02,147.52,157.29,145.18
"Dec-09",111.59,171.12,156.84,136.53,127.91,179.33,147.57,138.37,109.57,126.48,154.55,71.98,122.37,118.72,103.89,171.79,104.24,149.72,120.01,148.06,158.11,145.89
"Jan-10",112.32,174.01,158.87,137.94,127.88,179.48,147.94,139.24,109.13,126.29,154.75,71.96,123.65,118.67,103.85,172.02,105.15,149.19,119.63,147.67,159.03,146.58
"Feb-10",111.68,174.22,160.41,139.05,128.15,180.19,148.05,138.81,108.35,125.68,154.57,71.35,123.38,118.16,103.9,172.1,104.66,146.67,118.19,146.64,159.42,146.65
"Mar-10",111.67,173.54,162.4,141.07,128.64,180.03,148.13,139.36,106.83,124.97,155.85,69.76,122.64,116.33,103.62,171.93,106.85,147.14,118.61,147.11,159.22,146.19
"Apr-10",112.19,174.42,163.03,142.39,129.26,182.39,147.75,139.55,107.55,123.89,156.51,70.3,125.55,117.23,103.91,171.07,106.71,148.39,119.5,146.48,160.36,147.4
"May-10",112.18,175.79,163.68,142.3,128.53,183.77,148.28,139.38,108.02,124.15,156.76,70.12,126.46,116.16,103.39,172.34,105.98,148.09,119.71,146.82,160.81,147.77
"Jun-10",111.16,175.49,163.07,141.32,127.35,184.52,147.87,138.33,108.17,124.8,155.77,70.6,126.06,115.8,102.39,172.83,105.59,147.75,119.15,145.49,160.63,147.45
"Jul-10",109.6,174.56,162.69,140.37,126.19,184.26,147.09,136.31,106.94,123.78,155.51,70.32,123.73,115.12,100.97,173.8,104.73,146.05,118.07,145.03,160.17,146.73
"Aug-10",107.57,173.28,161.4,139.13,125.37,182.87,145.75,135.37,105.6,123.66,154.61,69.47,121.88,114.57,100.41,172.22,103.72,144.49,116.66,143.57,159.13,145.74
"Sep-10",105.88,172.74,160.33,138.46,125.05,182.53,143.96,134.13,103.91,120.8,153.38,68.31,119.01,114.06,100.3,172.23,101.9,142.34,115.64,142.87,158.07,144.51
"Oct-10",104.33,172.35,158.76,136.61,125.03,182.56,142.84,133.35,102.42,118.89,152.6,67.81,117.76,113.64,99.77,169.46,101.04,140.56,115.14,141.25,156.91,143.38
"Nov-10",103.26,171.88,159.68,136.2,124.51,182.68,142.39,132.44,101.3,117.77,152.62,67.33,116.51,113.6,99.66,168.67,99.62,139.02,114.99,140.49,156.46,142.8
"Dec-10",102.25,170.73,159.5,136.11,124.84,183.48,142.08,130.26,101.04,117.25,153.29,67.6,116.2,113.28,98.94,167.97,100.64,137.96,115.84,139.2,156.02,142.43
"Jan-11",102.03,170.93,158.99,135.77,125.03,183.6,140.99,130.16,102.42,116.96,153.85,67.74,114.58,112.8,99.17,166.69,101.02,137.56,116.39,137.92,155.59,142.09
"Feb-11",102.25,170.63,157.53,134.52,124.94,183.83,139.08,129.97,103.35,116.4,153.05,68.35,113.23,112.24,98.71,166.15,101.65,136.48,116.77,135.82,155.06,141.71
"Mar-11",102.27,170.61,155.93,134.11,123.79,182.42,139.29,129.48,103.48,115.84,151.85,67.38,110.98,110.4,98.13,165.12,100.4,136.06,115.56,136.23,153.92,140.49
"Apr-11",102.33,170.81,156.09,134.59,123.98,181.48,139.69,128.75,103.6,113.42,149.99,66.99,111.56,111.51,97.5,166.11,99.94,134.86,114.61,136.44,154.81,141.27
"May-11",101.48,170.16,155.33,134.51,124.19,181.82,140.52,128.07,102.89,114.14,151.76,67.45,111.8,111.63,96.61,166.98,99.35,134.61,113.98,136.55,154.73,141.16
"Jun-11",100.84,169.5,154.4,133.67,124.1,181.42,140.34,128.2,102.75,115.45,152.36,69.99,112.37,112.14,96.29,166.77,99.05,133.61,113.95,136.17,154.42,140.94
"Jul-11",99.89,168.36,153,132.46,123.47,182.25,140.28,127.58,101.46,115.36,152.38,71.72,112.77,111.69,95.58,168.26,99.02,133.66,114.19,135.61,154.21,140.71
"Aug-11",99.27,167.18,152.44,131.57,123.32,181.51,138.99,127.35,98.78,116.42,151.77,71.42,111.67,111.44,94.61,167.09,98.67,133.48,114.41,134.82,153.6,140.22
"Sep-11",99.03,165.49,151.76,130.26,123.34,182.26,138.12,125.09,93.72,114.52,151.49,71.69,111.25,111.09,93,167.72,98.85,134.25,114.66,133.52,152.66,139.22
"Oct-11",98.99,163.91,151.69,130.18,123.83,180.23,137.04,125.14,90.49,113.06,151.02,71.27,110.83,110.68,91.28,165.31,98.67,133.93,114.48,132.44,151.59,138.24
"Nov-11",99.56,162.58,151.05,128.75,124.27,180.07,136.11,124.3,89.44,110.76,150.25,71.02,111.17,110.01,90.56,164.1,98.53,132.4,114.1,131.6,150.42,137.27
"Dec-11",101.06,161.88,150.92,128.82,124.37,178.96,136.72,124.75,88.19,109.72,149.29,70.06,111.17,110.06,90.2,162.56,98.24,132.5,114.35,131.46,149.61,136.67
"Jan-12",103.33,161.75,150.6,127.78,125.24,179.43,138.34,125.29,87.26,109.26,149.45,70.45,112.49,110.02,90.15,161.65,97.39,131.65,114.99,132.49,149.29,136.57
"Feb-12",105.61,161.8,151.47,129.18,125.56,178.64,140.22,126.29,85.52,108.45,149.41,70.53,113.87,110.24,90.26,160.98,97.23,132.38,115.66,131.92,149.41,136.78
"Mar-12",108.51,162.43,151.65,130.13,126.98,181.47,142.9,128.25,85.17,107.84,150.46,69.02,114.74,110.9,90.75,160.68,97.94,132.35,117.3,134.48,149.55,136.9
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
